Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,4000,0,0,0,0,TimeVersion2.csv,35.4779994419996,None,4000,37.51277723199928,None,None,37.51277723199928,None,1.6,1,41.56225700199957,None,None,0,41.56225700199957,None,You did not win $0.20!,0,2,1,0.39999999999999997,0.0,nan,[0],0,0,3,1,0.06568882600004144,0.4656888260000414,,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
Triangle,1500,0,1,1,1,,43.613785031999214,None,1500,45.64601909299927,None,None,45.64601909299927,None,1.6,2,47.18009988199992,None,1,1,47.18009988199992,None,You did not win or lose anything!,0,3,1,0.39999999999999997,50.0,0.3228709289996914,[0],0,0,3,None,,0.3228709289996914,0.3228709289996914,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
SmallReward,3000,0,2,2,2,,49.24755029199969,None,3000,51.28148403299929,None,None,51.28148403299929,None,1.6,3,54.33112536599947,None,1,1,54.33112536599947,None,You won $0.20!,0.2,2,2,0.39999999999999997,66.66666666666666,0.337855295999816,"[0, 1]",0,0,3,None,,0.35283966299994063,0.35283966299994063,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
SmallPun,1500,0,3,3,3,,56.364727225000024,None,1500,58.398645990999285,None,None,58.398645990999285,None,1.6,4,59.931570873000055,None,1,1,59.931570873000055,None,You did not lose $0.20!,0.2,5,3,0.37999999999999995,75.0,0.3216931426665421,[],66.66666666666666,3,3,None,,0.2893688359999942,0.2893688359999942,Adjusting RT...,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
LgPun,1500,0,4,4,4,,61.96504808999998,None,1500,63.99827181299952,None,None,63.99827181299952,None,1.62,5,65.53136851199997,None,1,1,65.53136851199997,None,You did not lose $5.00!,0.2,4,4,0.37999999999999995,80.0,0.3196719170000506,[1],66.66666666666666,3,3,None,,0.3136082400005762,0.3136082400005762,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
Triangle,1500,0,5,5,5,,67.58267108399923,None,1500,69.61616568199952,None,None,69.61616568199952,None,1.62,6,71.1486410539992,None,None,0,71.1486410539992,None,You did not win or lose anything!,0.2,3,4,0.37999999999999995,66.66666666666666,0.3196719170000506,[1],66.66666666666666,3,3,None,,0.3136082400005762,,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
SmallPun,1500,0,6,6,6,,73.18253005399947,None,1500,75.21650192699963,None,None,75.21650192699963,None,1.62,7,76.7490394839997,None,1,1,76.7490394839997,None,You did not lose $0.20!,0.2,5,5,0.37999999999999995,71.42857142857143,0.3105228120000902,"[1, 1]",66.66666666666666,3,3,None,,0.2739263920002486,0.2739263920002486,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
Triangle,2000,0,7,7,7,,78.7823997789992,None,2000,80.81635439999991,None,None,80.81635439999991,None,1.62,8,82.84924145999958,None,1,1,82.84924145999958,None,You did not win or lose anything!,0.2,3,5,0.37999999999999995,75.0,0.31137423250008095,"[1, 1]",66.66666666666666,3,3,None,,0.3156313350000346,0.3156313350000346,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
LgReward,2500,0,8,8,8,,84.89955136499975,None,2500,86.93379782199918,None,None,86.93379782199918,None,1.62,9,89.48387261799962,None,1,1,89.48387261799962,None,You won $5.00!,5.2,1,6,0.35,77.77777777777779,0.31490938357157056,[],83.33333333333333,6,3,None,,0.33612029000050825,0.33612029000050825,Adjusting RT...,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
LgPun,2500,0,9,9,9,,91.53367370399974,None,2500,93.56771538199973,None,None,93.56771538199973,None,1.65,10,96.09991089699997,None,None,0,96.09991089699997,None,You lost $5.00!,0.20000000000000018,4,7,0.35,70.0,0.31490938357157056,[0],83.33333333333333,6,3,1,0.004734848000225611,0.3547348480002256,,,,017,Scanner,1,2019_Sep_04_0949,MID,3.1.5,59.82746667969324,
