TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
1,0,[],,034,2,2
3,0,[],,034,2,2
4,0,[],,034,2,2
2,0,[],,034,2,2
1,0,[],,034,2,2
4,1,0.2749063160154037,,034,2,2
1,1,0.2793377450143453,,034,2,2
4,1,0.29955027799587697,,034,2,2
3,0,[],,034,2,2
5,1,0.23629671600065194,,034,2,2
3,0,[],,034,2,2
3,0,[],,034,2,2
2,1,0.3333976639842149,,034,2,2
5,0,[],,034,2,2
1,0,[],,034,2,2
5,0,[],,034,2,2
4,1,0.31747556300251745,,034,2,2
5,1,0.320029215014074,,034,2,2
1,1,0.3276999549998436,,034,2,2
4,1,0.30359553900780156,,034,2,2
2,0,[],,034,2,2
4,0,[],,034,2,2
3,0,[],,034,2,2
1,1,0.28419435798423365,,034,2,2
3,0,[],,034,2,2
3,0,[],,034,2,2
1,1,0.3152401030238252,,034,2,2
3,0,[],,034,2,2
5,1,0.33814395498484373,,034,2,2
2,0,[],,034,2,2
1,1,0.3133416689815931,,034,2,2
5,1,0.33028367199585773,,034,2,2
5,0,[],,034,2,2
2,0,[],,034,2,2
2,0,[],,034,2,2
4,0,[],,034,2,2
2,1,0.3182263229973614,,034,2,2
5,0,[],,034,2,2
2,1,0.3088236569892615,,034,2,2
5,1,0.32411568899988197,,034,2,2
3,0,[],,034,2,2
5,1,0.3333334090129938,,034,2,2
4,1,0.33174802199937403,,034,2,2
4,1,0.3210742310038768,,034,2,2
2,1,0.3052256410010159,,034,2,2
3,0,[],,034,2,2
1,0,[],,034,2,2
2,0,[],,034,2,2
1,0,[],,034,2,2
4,1,0.3497738419973757,,034,2,2
