Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,TimeVersion8.csv,43.675954369002284,None,2000,45.708599826000864,None,None,45.708599826000864,None,1.6400000000000001,1,47.74789544500163,None,1,1,0.2718419510019885,47.74789544500163,None,You did not win or lose anything!,0,3,0,0.36,100.0,0.2718419510019885,[],0,0,3,None,0.2718419510019885,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallReward,3500,0,1,1,1,,49.80931666200195,None,3500,51.84311626300041,None,None,51.84311626300041,None,1.6400000000000001,2,55.39398308499949,None,1,1,0.26380876699840883,55.39398308499949,None,You won $0.20!,0.2,2,1,0.36,100.0,0.26782535900019866,[1],0,0,3,None,0.26380876699840883,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,2000,0,2,2,2,,57.43197798700203,None,2000,59.46138677000272,None,None,59.46138677000272,None,1.6400000000000001,3,61.49480013200082,None,1,1,0.29494168200108106,61.49480013200082,None,You did not lose $5.00!,0.2,4,2,0.36,100.0,0.27686413333382615,"[1, 1]",0,0,3,None,0.29494168200108106,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallReward,1500,0,3,3,3,,63.56120453400217,None,1500,65.59508820200062,None,None,65.59508820200062,None,1.6400000000000001,4,67.14528337700176,None,None,0,,67.14528337700176,None,You did not win $0.20!,0.2,2,3,0.33999999999999997,75.0,0.27686413333382615,[],66.66666666666666,3,3,1,0.32977422300231407,Adjusting RT...,-0.010225776997685898,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,4000,0,4,4,4,,69.1786740030002,None,4000,71.21297521300221,None,1,71.21297521300221,None,1.6600000000000001,5,75.26275262800118,None,1,1,0.2709864969983755,75.26275262800118,None,You won $5.00!,5.2,1,4,0.33999999999999997,80.0,0.2753947242499635,[1],66.66666666666666,3,3,None,0.2709864969983755,,,0.30777545800083317,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,1500,0,5,5,5,,77.29601378799998,None,1500,79.32959074700193,None,None,79.32959074700193,None,1.6600000000000001,6,80.86404056700121,None,1,1,0.3107023329976073,80.86404056700121,None,You did not lose $5.00!,5.2,4,5,0.33999999999999997,83.33333333333334,0.28245624599949226,"[1, 1]",66.66666666666666,3,3,None,0.3107023329976073,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
Triangle,3500,0,6,6,6,,82.91379739700278,None,3500,84.94794719499987,None,1,84.94794719499987,None,1.6600000000000001,7,88.4811730950023,None,1,1,0.288571585999307,88.4811730950023,None,You did not win or lose anything!,5.2,3,5,0.33999999999999997,85.71428571428571,0.2834754693327947,"[1, 1]",66.66666666666666,3,3,None,0.288571585999307,,,3.2866642080007296,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,1500,0,7,7,7,,90.53359334700144,None,1500,92.56530947000283,None,None,92.56530947000283,None,1.6600000000000001,8,94.09837033800068,None,None,0,,94.09837033800068,None,You lost $5.00!,0.20000000000000018,4,6,0.31999999999999995,75.0,0.2834754693327947,[],66.66666666666666,6,3,1,0.3430967280003824,Adjusting RT...,0.023096728000382427,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallReward,1500,0,8,8,8,,96.16567427500195,None,1500,98.20004536200213,None,None,98.20004536200213,None,1.6800000000000002,9,99.74896830900252,None,None,0,,99.74896830900252,None,You did not win $0.20!,0.20000000000000018,2,7,0.31999999999999995,66.66666666666666,0.2834754693327947,[0],66.66666666666666,6,3,1,0.31883905800015777,,-0.00116094199984218,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallPun,2500,0,9,9,9,,101.78526529600276,None,2500,103.81718377500147,None,None,103.81718377500147,None,1.6800000000000002,10,106.35046481500103,None,1,1,0.2621620499994606,106.35046481500103,None,You did not lose $0.20!,0.20000000000000018,5,8,0.31999999999999995,70.0,0.2804306951423184,"[0, 1]",66.66666666666666,6,3,None,0.2621620499994606,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallPun,1500,0,10,10,10,,108.38455323900052,None,1500,110.4176721440017,None,None,110.4176721440017,None,1.6800000000000002,11,111.96749370700127,None,None,0,,111.96749370700127,None,You lost $0.20!,1.6653345369377348e-16,5,9,0.33999999999999997,63.63636363636363,0.2804306951423184,[],49.99999999999999,9,3,1,0.3574748620011087,Adjusting RT...,0.017474862001108704,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,3500,0,11,11,11,,114.03416488800212,None,3500,116.05201644300178,None,None,116.05201644300178,None,1.6600000000000001,12,119.60215961100039,None,1,1,0.26946701199995005,119.60215961100039,None,You won $5.00!,5.0,1,10,0.33999999999999997,66.66666666666666,0.27906023474952235,[1],49.99999999999999,9,3,None,0.26946701199995005,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,1500,0,12,12,12,,121.63566162500138,None,1500,123.66993153400108,None,None,123.66993153400108,None,1.6600000000000001,13,125.20241419300146,None,None,0,,125.20241419300146,None,You lost $5.00!,0.0,4,11,0.33999999999999997,61.53846153846154,0.27906023474952235,"[1, 0]",49.99999999999999,9,3,1,0.34758091999887253,,0.0075809199988725595,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallPun,2000,0,13,13,13,,127.23645226200097,None,2000,129.26977980499942,None,None,129.26977980499942,None,1.6600000000000001,14,131.30319149700154,None,1,1,0.2636202269968635,131.30319149700154,None,You did not lose $0.20!,0.0,5,12,0.36,64.28571428571429,0.27734467833256027,[],49.99999999999999,12,3,None,0.2636202269968635,Adjusting RT...,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,1500,0,14,14,14,,133.36977727700287,None,1500,135.40423905300122,None,None,135.40423905300122,None,1.6400000000000001,15,136.95394778899936,None,None,0,,136.95394778899936,None,You did not win $5.00!,0.0,1,13,0.36,60.0,0.27734467833256027,[0],49.99999999999999,12,3,1,0.44789929400154505,,0.08789929400154506,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,1500,0,15,15,15,,139.00364797400107,None,1500,141.0373271690005,None,None,141.0373271690005,None,1.6400000000000001,16,142.5871837199993,None,1,1,0.2555570539989276,142.5871837199993,None,You won $5.00!,5.0,1,14,0.36,62.5,0.275165915899197,"[0, 1]",49.99999999999999,12,3,None,0.2555570539989276,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallReward,2000,0,16,16,16,,144.63692799099954,None,2000,146.67161372100236,None,None,146.67161372100236,None,1.6400000000000001,17,148.72087580000152,None,None,0,,148.72087580000152,None,You did not win $0.20!,5.0,2,15,0.38,58.82352941176471,0.275165915899197,[],49.99999999999999,15,3,1,0.3952399440012232,Adjusting RT...,0.015239944001223193,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,2500,0,17,17,17,,150.77180796800167,None,2500,152.80512770900168,None,None,152.80512770900168,None,1.62,18,155.3553127790001,None,1,1,0.2734044549979444,155.3553127790001,None,You won $5.00!,10.0,1,16,0.38,61.111111111111114,0.2750057830899922,[1],49.99999999999999,15,3,None,0.2734044549979444,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgReward,2000,0,18,18,18,,157.404901711001,None,2000,159.43846603100246,None,None,159.43846603100246,None,1.62,19,161.4880945210025,None,1,1,0.2485462330005248,161.4880945210025,None,You won $5.00!,15.0,1,17,0.38,63.1578947368421,0.2728008205825366,"[1, 1]",49.99999999999999,15,3,None,0.2485462330005248,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallPun,1500,0,19,19,19,,163.52204005900057,None,1500,165.55559851699945,None,None,165.55559851699945,None,1.62,20,167.0889463780004,None,None,0,,167.0889463780004,None,You lost $0.20!,14.8,5,18,0.4,60.0,0.2728008205825366,[],49.99999999999999,18,3,None,0.2485462330005248,Adjusting RT...,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallReward,3000,0,20,20,20,,169.13936848600133,None,3000,171.1729172100022,None,1,171.1729172100022,None,1.6,21,174.22310093800115,None,1,1,0.25261722399955033,174.22310093800115,None,You won $0.20!,15.0,2,19,0.4,61.904761904761905,0.27124823622999916,[1],49.99999999999999,18,3,None,0.25261722399955033,,,0.2718295519989624,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
Triangle,4000,0,21,21,21,,176.25648659500075,None,4000,178.2903695990026,None,None,178.2903695990026,None,1.6,22,182.3232027260019,None,1,1,0.27854293400014285,182.3232027260019,None,You did not win or lose anything!,15.0,3,19,0.4,63.63636363636363,0.27176928607072376,[1],49.99999999999999,18,3,None,0.27854293400014285,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,2500,0,22,22,22,,184.35600911499932,None,2500,186.39075442300236,None,None,186.39075442300236,None,1.6,23,188.924139439001,None,1,1,0.3586057989996334,188.924139439001,None,You did not lose $5.00!,15.0,4,20,0.4,65.21739130434783,0.27755838693265106,"[1, 1]",49.99999999999999,18,3,None,0.3586057989996334,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,2000,0,23,23,23,,190.95765027800007,None,2000,192.99135941600252,None,None,192.99135941600252,None,1.6,24,195.02447406899955,None,1,1,0.3572712379973382,195.02447406899955,None,You did not lose $5.00!,15.0,4,21,0.37,66.66666666666666,0.282540440124194,[],83.33333333333333,21,3,None,0.3572712379973382,Adjusting RT...,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
Triangle,1500,0,24,24,24,,197.05844135900043,None,1500,199.09180155000286,None,None,199.09180155000286,None,1.63,25,200.62419403999957,None,1,1,0.2755507760011824,200.62419403999957,None,You did not win or lose anything!,15.0,3,21,0.37,68.0,0.2821292834110757,[],83.33333333333333,21,3,None,0.2755507760011824,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
LgPun,3000,0,25,25,25,,202.65851429599934,None,3000,204.69225185400137,None,None,204.69225185400137,None,1.63,26,207.72531040800095,None,1,1,0.25237648399706814,207.72531040800095,None,You did not lose $5.00!,15.0,4,22,0.37,69.23076923076923,0.2804763501102975,[1],83.33333333333333,21,3,None,0.25237648399706814,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
SmallPun,4000,0,26,26,26,,209.75868256600006,None,4000,211.7802917070003,None,None,211.7802917070003,None,1.63,27,215.82448294400092,None,1,1,0.3091498390022025,215.82448294400092,None,You did not lose $0.20!,15.0,5,23,0.37,70.37037037037037,0.28198548110460825,"[1, 1]",83.33333333333333,21,3,None,0.3091498390022025,,,,001,Scanner,2,2019_Sep_06_1108,MID,3.1.5,60.02840616167781,
