Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,TimeVersion_practice1.csv,59.81190375100414,None,2000,61.8292111960036,None,None,61.8292111960036,None,1.65,1,63.89534364901192,None,None,0,63.89534364901192,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,1,-0.001100441993912682,0.3488995580060873,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgReward,2000,0,1,1,1,,65.96134024800267,None,2000,67.9961790790112,None,None,67.9961790790112,None,1.65,2,70.0460231850011,None,1,1,70.0460231850011,None,You won $5.00!,5,1,2,0.35,50.0,0.2954180889937561,"[0, 1]",0,0,3,None,,0.2954180889937561,0.2954180889937561,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
SmallPun,2000,0,2,2,2,,72.09614374900411,None,2000,74.12963642900286,None,None,74.12963642900286,None,1.65,3,76.16291798801103,None,1,1,76.16291798801103,None,You did not lose $0.20!,5,5,3,0.32999999999999996,66.66666666666666,0.28497141399566317,[],66.66666666666666,3,3,None,,0.27452473899757024,0.27452473899757024,Adjusting RT...,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgPun,2000,0,3,3,3,,78.2133215470094,None,2000,80.24709370800701,None,None,80.24709370800701,None,1.67,4,82.27982720801083,None,1,1,82.27982720801083,None,You did not lose $5.00!,5,4,4,0.32999999999999996,75.0,0.2758494279939138,[1],66.66666666666666,3,3,None,,0.25760545599041507,0.25760545599041507,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
Triangle,2000,0,4,4,4,,84.33035935100634,None,2000,86.36412199400365,None,None,86.36412199400365,None,1.67,5,88.39673066700925,None,1,1,88.39673066700925,None,You did not win or lose anything!,5,3,4,0.32999999999999996,80.0,0.27328602924535517,[1],66.66666666666666,3,3,None,,0.26559583299967926,0.26559583299967926,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgReward,2000,0,5,5,5,,90.4640292670083,None,2000,92.49796997400699,None,None,92.49796997400699,None,1.67,6,94.54767456800619,None,1,1,94.54767456800619,None,You won $5.00!,10,1,5,0.32999999999999996,83.33333333333334,0.2725564445951022,"[1, 1]",66.66666666666666,3,3,None,,0.26963810599409044,0.26963810599409044,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
SmallPun,2000,0,6,6,6,,96.5973098060058,None,2000,98.62170979801158,None,None,98.62170979801158,None,1.67,7,100.66401102500095,None,1,1,100.66401102500095,None,You did not lose $0.20!,10,5,6,0.29999999999999993,85.71428571428571,0.2700374914954106,[],83.33333333333333,6,3,None,,0.2574427259969525,0.2574427259969525,Adjusting RT...,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
SmallReward,2000,0,7,7,7,,102.7149062820099,None,2000,104.73922255801153,None,None,104.73922255801153,None,1.7000000000000002,8,106.78948132300866,None,None,0,106.78948132300866,None,You did not win $0.20!,10,2,7,0.29999999999999993,75.0,0.2700374914954106,[0],83.33333333333333,6,3,1,0.13425392199133057,0.4342539219913305,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
Triangle,2000,0,8,8,8,,108.83156745601445,None,2000,110.85595822500181,None,None,110.85595822500181,None,1.7000000000000002,9,112.89809071901254,None,None,0,112.89809071901254,None,You did not win or lose anything!,10,3,7,0.29999999999999993,66.66666666666666,0.2700374914954106,[0],83.33333333333333,6,3,1,-0.0008733160066185519,0.2991266839933814,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgReward,2000,0,9,9,9,,114.96545528400748,None,2000,116.99007815400546,None,None,116.99007815400546,None,1.7000000000000002,10,119.04098569700727,None,1,1,119.04098569700727,None,You won $5.00!,15,1,8,0.29999999999999993,70.0,0.26052827013856067,"[0, 1]",83.33333333333333,6,3,None,,0.20347294199746102,0.20347294199746102,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgPun,2000,0,10,10,10,,121.08299392400659,None,2000,123.10762138500286,None,None,123.10762138500286,None,1.7000000000000002,11,125.14982776400575,None,1,1,125.14982776400575,None,You did not lose $5.00!,15,4,9,0.2699999999999999,72.72727272727273,0.26026740012093796,[],83.33333333333333,9,3,None,,0.2584413099975791,0.2584413099975791,Adjusting RT...,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
SmallPun,2000,0,11,11,11,,127.18286638200516,None,2000,129.20861391200742,None,None,129.20861391200742,None,1.73,12,131.24947954100207,None,None,0,131.24947954100207,None,You lost $0.20!,14.8,5,10,0.2699999999999999,66.66666666666666,0.26026740012093796,[0],83.33333333333333,9,3,None,,0.2584413099975791,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
SmallReward,2000,0,12,12,12,,133.31082314100058,None,2000,135.34278035300667,None,None,135.34278035300667,None,1.73,13,137.3929411410063,None,1,1,137.3929411410063,None,You won $0.20!,15.0,2,11,0.2699999999999999,69.23076923076923,0.2572921888851043,"[0, 1]",83.33333333333333,9,3,None,,0.23349049899843521,0.23349049899843521,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
LgPun,2000,0,13,13,13,,139.45018538700242,None,2000,141.47731274300895,None,None,141.47731274300895,None,1.73,14,143.51181088900194,None,1,1,143.51181088900194,None,You did not lose $5.00!,15.0,4,12,0.24999999999999992,71.42857142857143,0.25332862199575173,[],66.66666666666666,12,3,None,,0.21765651999157853,0.21765651999157853,Adjusting RT...,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
Triangle,2000,0,14,14,14,,145.55101930600358,None,2000,147.57799905500724,None,None,147.57799905500724,None,1.75,15,149.61320126200735,None,None,0,149.61320126200735,None,You did not win or lose anything!,15.0,3,12,0.24999999999999992,66.66666666666666,0.25332862199575173,[],66.66666666666666,12,3,1,-0.003644769996753894,0.24635523000324602,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014,Practice,2,2019_Sep_08_1503,MID,3.1.5,60.21037444751189,
