TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,023,2,practice
1,0,[],,023,2,practice
5,0,[],,023,2,practice
4,1,0.3462735039938707,,023,2,practice
3,0,[],,023,2,practice
1,1,0.34433515899581835,,023,2,practice
5,1,0.33132773599936627,,023,2,practice
2,1,0.35731742199277505,,023,2,practice
3,1,0.359651233011391,,023,2,practice
1,0,[],,023,2,practice
4,1,0.3254541679925751,,023,2,practice
5,1,0.3266899019945413,,023,2,practice
2,1,0.3194028229918331,,023,2,practice
4,0,[],,023,2,practice
3,0,[],,023,2,practice
