TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,033,2,practice
1,0,[],,033,2,practice
5,0,[],,033,2,practice
4,0,[],,033,2,practice
3,0,[],,033,2,practice
1,1,0.29988421400776133,,033,2,practice
5,1,0.2656450149952434,,033,2,practice
2,1,0.1734590650012251,,033,2,practice
3,1,0.31213858898263425,,033,2,practice
1,1,0.025814140011789277,,033,2,practice
4,1,0.24112355799297802,,033,2,practice
5,1,0.027948413015110418,,033,2,practice
2,1,0.2942462369974237,,033,2,practice
4,1,0.25697892101015896,,033,2,practice
3,1,0.23813035499188118,,033,2,practice
