TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,026,2,practice
1,0,[],,026,2,practice
5,0,[],,026,2,practice
4,1,0.30417812999803573,,026,2,practice
3,1,0.33679809904424474,,026,2,practice
1,1,0.3298721619648859,,026,2,practice
5,0,[],,026,2,practice
2,1,0.28620610997313634,,026,2,practice
3,0,[],,026,2,practice
1,1,0.3374002229538746,,026,2,practice
4,1,0.32138400099938735,,026,2,practice
5,1,0.2831819379935041,,026,2,practice
2,0,[],,026,2,practice
4,1,0.32365774997742847,,026,2,practice
3,0,[],,026,2,practice
