trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,fixationResp.rt,jitterTarget,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,1.986,space,1.5030544929904863,0.418,,,,,,,,
