Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,1500,0,0,0,0,TimeVersion14.csv,31.755907492988626,None,1500,33.76739187599742,None,None,33.76739187599742,None,1.71,1,35.31790712599468,None,1,1,0.23526016500545666,35.31790712599468,None,You won $0.20!,0.2,2,1,0.2899999999999999,100.0,0.23526016500545666,[1],0,0,3,None,0.23526016500545666,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgReward,1500,0,1,1,1,,37.3840367889934,None,1500,39.41819040098926,None,None,39.41819040098926,None,1.71,2,40.96803686498606,None,1,1,0.22020418901229277,40.96803686498606,None,You won $5.00!,5.2,1,2,0.2899999999999999,100.0,0.22773217700887471,"[1, 1]",0,0,3,None,0.22020418901229277,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgReward,1500,0,2,2,2,,43.000952868998866,None,1500,45.03538859199034,None,None,45.03538859199034,None,1.71,3,46.58458871098992,None,1,1,0.2336638840060914,46.58458871098992,None,You won $5.00!,10.2,1,3,0.23999999999999994,100.0,0.22970941267461362,[],100.0,3,3,None,0.2336638840060914,Adjusting RT...,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallReward,4000,0,3,3,3,,48.63501893999637,None,4000,50.6582423739892,None,None,50.6582423739892,None,1.76,4,54.718696819996694,None,None,0,,54.718696819996694,None,You did not win $0.20!,10.2,2,4,0.23999999999999994,75.0,0.22970941267461362,[0],100.0,3,3,1,0.24575864499842276,,0.005758644998422824,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgPun,1500,0,4,4,4,,56.7522642769909,None,1500,58.785905020995415,None,None,58.785905020995415,None,1.76,5,60.31982078999863,None,None,0,,60.31982078999863,None,You lost $5.00!,5.199999999999999,4,5,0.23999999999999994,60.0,0.22970941267461362,"[0, 0]",100.0,3,3,None,0.24575864499842276,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgPun,1500,0,5,5,5,,62.369411054998636,None,1500,64.40367256698664,None,None,64.40367256698664,None,1.76,6,65.93653900999925,None,None,0,,65.93653900999925,None,You lost $5.00!,0.1999999999999993,4,6,0.25999999999999995,50.0,0.22970941267461362,[],50.0,6,3,1,0.26135320799017786,Adjusting RT...,0.001353207990177907,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgReward,1500,0,6,6,6,,67.98630460399727,None,1500,70.02058661299816,None,None,70.02058661299816,None,1.74,7,71.56069407399627,None,None,0,,71.56069407399627,None,You did not win $5.00!,0.1999999999999993,1,7,0.25999999999999995,42.857142857142854,0.22970941267461362,[0],50.0,6,3,1,0.28297951700165863,,0.022979517001658678,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallPun,3500,0,7,7,7,,73.60378145199502,None,3500,75.63780403899727,None,None,75.63780403899727,None,1.74,8,79.17066066699044,None,1,1,0.2246015679993434,79.17066066699044,None,You did not lose $0.20!,0.1999999999999993,5,8,0.25999999999999995,50.0,0.22843245150579605,"[0, 1]",50.0,6,3,None,0.2246015679993434,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgReward,4000,0,8,8,8,,81.24575168499723,None,4000,83.2619678399933,None,None,83.2619678399933,None,1.74,9,87.32133225399593,None,1,1,0.2289529019908514,87.32133225399593,None,You won $5.00!,5.199999999999999,1,9,0.29999999999999993,55.55555555555556,0.22853654160280712,[],33.33333333333333,9,3,None,0.2289529019908514,Adjusting RT...,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgPun,2500,0,9,9,9,,89.37156159699953,None,2500,91.39680650898663,None,None,91.39680650898663,None,1.7000000000000002,10,93.93803560399101,None,1,1,0.23808270900917705,93.93803560399101,None,You did not lose $5.00!,5.199999999999999,4,10,0.29999999999999993,60.0,0.23012756950386878,[1],33.33333333333333,9,3,None,0.23808270900917705,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallPun,1500,0,10,10,10,,95.97166708098666,None,1500,97.9971229639923,None,None,97.9971229639923,None,1.7000000000000002,11,99.53890229998797,None,1,1,0.2553446030069608,99.53890229998797,None,You did not lose $0.20!,5.199999999999999,5,11,0.29999999999999993,63.63636363636363,0.23373000286145335,"[1, 1]",33.33333333333333,9,3,None,0.2553446030069608,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallPun,1500,0,11,11,11,,101.5718333949917,None,1500,103.59803982799349,None,None,103.59803982799349,None,1.7000000000000002,12,105.13891376799438,None,1,1,0.23935531299503054,105.13891376799438,None,You did not lose $0.20!,5.199999999999999,5,12,0.2699999999999999,66.66666666666666,0.2344331666281505,[],83.33333333333333,12,3,None,0.23935531299503054,Adjusting RT...,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgPun,1500,0,12,12,12,,107.1725276359939,None,1500,109.19921940698987,None,None,109.19921940698987,None,1.73,13,110.7394632309879,None,1,1,0.23167801099771168,110.7394632309879,None,You did not lose $5.00!,5.199999999999999,4,13,0.2699999999999999,69.23076923076923,0.2341270382247684,[1],83.33333333333333,12,3,None,0.23167801099771168,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
Triangle,1500,0,13,13,13,,112.77257132699015,None,1500,114.79927001599572,None,None,114.79927001599572,None,1.73,14,116.3345677699981,None,None,0,,116.3345677699981,None,You did not win or lose anything!,5.199999999999999,3,13,0.2699999999999999,64.28571428571429,0.2341270382247684,[1],83.33333333333333,12,3,None,0.23167801099771168,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallPun,1500,0,14,14,14,,118.37304457399296,None,1500,120.4002934829914,None,None,120.4002934829914,None,1.73,15,121.94011104699166,None,None,0,,121.94011104699166,None,You lost $0.20!,4.999999999999999,5,14,0.2699999999999999,60.0,0.2341270382247684,"[1, 0]",83.33333333333333,12,3,None,0.23167801099771168,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
SmallPun,2000,0,15,15,15,,123.97295963199576,None,2000,126.00128837599186,None,None,126.00128837599186,None,1.73,16,128.03603885199118,None,1,1,0.23722110799280927,128.03603885199118,None,You did not lose $0.20!,4.999999999999999,5,15,0.2399999999999999,62.5,0.2344364452015725,[],83.33333333333333,15,3,None,0.23722110799280927,Adjusting RT...,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
LgReward,3500,0,16,16,16,,130.085440705996,None,3500,132.11882188898744,None,None,132.11882188898744,None,1.76,17,135.67394253298698,None,None,0,,135.67394253298698,None,You did not win $5.00!,4.999999999999999,1,16,0.2399999999999999,58.82352941176471,0.2344364452015725,[0],83.33333333333333,15,3,None,0.23722110799280927,,,,011,Scanner,2,2019_Sep_07_1512,MID,3.1.5,59.848679915375186,
