TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,044,2,practice
1,1,0.2615414539905032,,044,2,practice
5,0,[],,044,2,practice
4,1,0.2590017360053025,,044,2,practice
3,0,[],,044,2,practice
1,1,0.2551042500126641,,044,2,practice
5,1,0.3033926479984075,,044,2,practice
2,1,0.33332914199854713,,044,2,practice
3,1,0.28129925299435854,,044,2,practice
1,1,0.27281800100172404,,044,2,practice
4,1,0.28885692000039853,,044,2,practice
5,1,0.29478562099393457,,044,2,practice
2,0,[],,044,2,practice
4,0,[],,044,2,practice
3,1,0.2663464959914563,,044,2,practice
