Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,1500,0,0,0,0,TimeVersion14.csv,37.167724751001515,None,1500,39.16946132999874,None,None,39.16946132999874,None,1.71,1,40.71861352799897,None,None,0,40.71861352799897,None,You did not win $0.20!,0,2,1,0.2899999999999999,0.0,nan,[0],0,0,3,1,0.02072862899512984,0.31072862899512976,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,1500,0,1,1,1,,42.7846522050022,None,1500,44.81985557799635,None,None,44.81985557799635,None,1.71,2,46.369875983000384,None,None,0,46.369875983000384,None,You did not win $5.00!,0,1,2,0.2899999999999999,0.0,nan,"[0, 0]",0,0,3,None,,0.31072862899512976,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,1500,0,2,2,2,,48.41937152399623,None,1500,50.45410523600003,None,None,50.45410523600003,None,1.71,3,52.00403745799849,None,1,1,52.00403745799849,None,You won $5.00!,5,1,3,0.3299999999999999,33.33333333333333,0.2398843660048442,[],33.33333333333333,3,3,None,,0.2398843660048442,0.2398843660048442,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,4000,0,3,3,3,,54.070344672996725,None,4000,56.10447416600073,None,None,56.10447416600073,None,1.6700000000000002,4,60.153924876998644,None,1,1,60.153924876998644,None,You won $0.20!,5.2,2,4,0.3299999999999999,50.0,0.2623868870032311,[1],33.33333333333333,3,3,None,,0.284889408001618,0.284889408001618,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,1500,0,4,4,4,,62.20437012199545,None,1500,64.23852158399677,None,None,64.23852158399677,None,1.6700000000000002,5,65.77157803199952,None,None,0,65.77157803199952,None,You lost $5.00!,0.20000000000000018,4,5,0.3299999999999999,40.0,0.2623868870032311,"[1, 0]",33.33333333333333,3,3,1,0.023907160000817385,0.3539071600008173,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,1500,0,5,5,5,,67.8209066010022,None,1500,69.85466047299997,None,None,69.85466047299997,None,1.6700000000000002,6,71.38767115699738,None,None,0,71.38767115699738,None,You lost $5.00!,-4.8,4,6,0.3699999999999999,33.33333333333333,0.2623868870032311,[],33.33333333333333,6,3,1,0.028351527005725075,0.39835152700572496,,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,1500,0,6,6,6,,73.43868088300223,None,1500,75.48882287999731,None,None,75.48882287999731,None,1.6300000000000001,7,77.03882632999739,None,None,0,77.03882632999739,None,You did not win $5.00!,-4.8,1,7,0.3699999999999999,28.57142857142857,0.2623868870032311,[0],33.33333333333333,6,3,None,,0.39835152700572496,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,3500,0,7,7,7,,79.07210280300205,None,3500,81.10576641400257,None,None,81.10576641400257,None,1.6300000000000001,8,84.63866654699814,None,1,1,84.63866654699814,None,You did not lose $0.20!,-4.8,5,8,0.3699999999999999,37.5,0.26767370233574184,"[0, 1]",33.33333333333333,6,3,None,,0.2782473330007633,0.2782473330007633,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,4000,0,8,8,8,,86.68901234299847,None,4000,88.72259858599864,None,None,88.72259858599864,None,1.6300000000000001,9,92.77328770500026,None,1,1,92.77328770500026,None,You won $5.00!,0.20000000000000018,1,9,0.3899999999999999,44.44444444444444,0.2709188685003028,[],49.99999999999999,9,3,None,,0.2806543669939856,0.2806543669939856,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,2500,0,9,9,9,,94.80667610999808,None,2500,96.8405964880003,None,None,96.8405964880003,None,1.61,10,99.3736528379959,None,1,1,99.3736528379959,None,You did not lose $5.00!,0.20000000000000018,4,10,0.3899999999999999,50.0,0.27418376319983506,[1],49.99999999999999,9,3,None,,0.2872433419979643,0.2872433419979643,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,1500,0,10,10,10,,101.40671887899953,None,1500,103.44114609499957,None,None,103.44114609499957,None,1.61,11,104.97407376799674,None,1,1,104.97407376799674,None,You did not lose $0.20!,0.20000000000000018,5,11,0.3899999999999999,54.54545454545454,0.2812888414991903,"[1, 1]",49.99999999999999,9,3,None,,0.31681423299596645,0.31681423299596645,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,1500,0,11,11,11,,107.00751223300176,None,1500,109.04142771400075,None,None,109.04142771400075,None,1.61,12,110.57410784500098,None,1,1,110.57410784500098,None,You did not lose $0.20!,0.20000000000000018,5,12,0.3599999999999999,58.333333333333336,0.2785074761424247,[],83.33333333333333,12,3,None,,0.26181928400183097,0.26181928400183097,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,1500,0,12,12,12,,112.59126298999763,None,1500,114.62504985599662,None,None,114.62504985599662,None,1.6400000000000001,13,116.15819643800205,None,1,1,116.15819643800205,None,You did not lose $5.00!,0.20000000000000018,4,13,0.3599999999999999,61.53846153846154,0.27914648775004025,[1],83.33333333333333,12,3,None,,0.28361956900334917,0.28361956900334917,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,1500,0,13,13,13,,118.20805978200224,None,1500,120.24222045300121,None,None,120.24222045300121,None,1.6400000000000001,14,121.77507663599681,None,None,0,121.77507663599681,None,You did not win or lose anything!,0.20000000000000018,3,13,0.3599999999999999,57.14285714285714,0.27914648775004025,[1],83.33333333333333,12,3,None,,0.28361956900334917,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,1500,0,14,14,14,,123.82533070199861,None,1500,125.85880566999549,None,None,125.85880566999549,None,1.6400000000000001,15,127.39212661799684,None,1,1,127.39212661799684,None,You did not lose $0.20!,0.20000000000000018,5,14,0.3599999999999999,60.0,0.27777831822216587,"[1, 1]",83.33333333333333,12,3,None,,0.26683296199917095,0.26683296199917095,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,2000,0,15,15,15,,129.44226367800002,None,2000,131.47651900199708,None,None,131.47651900199708,None,1.6400000000000001,16,133.50926815899584,None,1,1,133.50926815899584,None,You did not lose $0.20!,0.20000000000000018,5,15,0.3099999999999999,62.5,0.27515486330012207,[],100.0,15,3,None,,0.2515437690017279,0.2515437690017279,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,3500,0,16,16,16,,135.5593534139989,None,3500,137.59292073799588,None,None,137.59292073799588,None,1.6900000000000002,17,141.14306839799974,None,None,0,141.14306839799974,None,You did not win $5.00!,0.20000000000000018,1,16,0.3099999999999999,58.82352941176471,0.27515486330012207,[0],100.0,15,3,None,,0.2515437690017279,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,3000,0,17,17,17,,143.1932192940003,None,3000,145.2272030899985,None,None,145.2272030899985,None,1.6900000000000002,18,148.26611109700025,None,1,1,148.26611109700025,None,You won $5.00!,5.2,1,17,0.3099999999999999,61.111111111111114,0.27447684227279917,"[0, 1]",100.0,15,3,None,,0.26769663199956995,0.26769663199956995,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,3500,0,18,18,18,,150.32620562800003,None,3500,152.35060797399638,None,None,152.35060797399638,None,1.6900000000000002,19,155.89441735400032,None,1,1,155.89441735400032,None,You won $0.20!,5.4,2,18,0.2799999999999999,63.1578947368421,0.27372129733339534,[],83.33333333333333,18,3,None,,0.2654103029999533,0.2654103029999533,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,3500,0,19,19,19,,157.94383629100048,None,3500,159.967506039,None,None,159.967506039,None,1.7200000000000002,20,163.51118795199727,None,None,0,163.51118795199727,None,You did not win or lose anything!,5.4,3,18,0.2799999999999999,60.0,0.27372129733339534,[],83.33333333333333,18,3,None,,0.2654103029999533,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,1500,0,20,20,20,,165.56092032200104,None,1500,167.58526522699685,None,None,167.58526522699685,None,1.7200000000000002,21,169.12841879700136,None,None,0,169.12841879700136,None,You lost $0.20!,5.2,5,19,0.2799999999999999,57.14285714285714,0.27372129733339534,[0],83.33333333333333,18,3,1,0.022860967001179233,0.30286096700117915,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,1500,0,21,21,21,,171.17820043399843,None,1500,173.2034447249971,None,None,173.2034447249971,None,1.7200000000000002,22,174.75327588599612,None,None,0,174.75327588599612,None,You did not win $0.20!,5.2,2,20,0.2799999999999999,54.54545454545454,0.27372129733339534,"[0, 0]",83.33333333333333,18,3,None,,0.30286096700117915,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,1500,0,22,22,22,,176.79579702099727,None,1500,178.8197923109983,None,None,178.8197923109983,None,1.7200000000000002,23,180.36208858600003,None,None,0,180.36208858600003,None,You lost $5.00!,0.20000000000000018,4,21,0.3199999999999999,52.17391304347826,0.27372129733339534,[],33.33333333333333,21,3,1,-0.008358428996871226,0.31164157100312867,,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,3000,0,23,23,23,,182.39559113499854,None,3000,184.420970692001,None,None,184.420970692001,None,1.6800000000000002,24,187.46250655900076,None,None,0,187.46250655900076,None,You did not win or lose anything!,0.20000000000000018,3,21,0.3199999999999999,50.0,0.27372129733339534,[],33.33333333333333,21,3,None,,0.31164157100312867,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,1500,0,24,24,24,,189.4960599729966,None,1500,191.53021065099892,None,None,191.53021065099892,None,1.6800000000000002,25,193.0632379000017,None,None,0,193.0632379000017,None,You did not win or lose anything!,0.20000000000000018,3,21,0.3199999999999999,48.0,0.27372129733339534,[],33.33333333333333,21,3,None,,0.31164157100312867,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,3000,0,25,25,25,,195.09672125199722,None,3000,197.12215034499968,None,None,197.12215034499968,None,1.6800000000000002,26,200.15782670499902,None,1,1,200.15782670499902,None,You did not lose $0.20!,0.20000000000000018,5,22,0.3199999999999999,50.0,0.2730598060001145,[1],33.33333333333333,21,3,None,,0.2651219100007438,0.2651219100007438,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,2000,0,26,26,26,,202.2133241449992,None,2000,204.24081785699673,None,None,204.24081785699673,None,1.6800000000000002,27,206.29066788899945,None,1,1,206.29066788899945,None,You won $0.20!,0.4000000000000002,2,23,0.3199999999999999,51.85185185185185,0.2712897309289214,"[1, 1]",33.33333333333333,21,3,None,,0.2482787550034118,0.2482787550034118,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,4000,0,27,27,27,,208.3306674639971,None,4000,210.3580155419986,None,None,210.3580155419986,None,1.6800000000000002,28,214.39194284100085,None,1,1,214.39194284100085,None,You did not lose $0.20!,0.4000000000000002,5,24,0.3399999999999999,53.57142857142857,0.2706029136000628,[],50.0,24,3,None,,0.26098747099604225,0.26098747099604225,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,2000,0,28,28,28,,216.44211964499846,None,2000,218.47491093799908,None,None,218.47491093799908,None,1.6600000000000001,29,220.52548381700035,None,1,1,220.52548381700035,None,You won $5.00!,5.4,1,25,0.3399999999999999,55.172413793103445,0.2695862046248294,[1],50.0,24,3,None,,0.25433556999632856,0.25433556999632856,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,1500,0,29,29,29,,222.57598005199543,None,1500,224.6103388449992,None,None,224.6103388449992,None,1.6600000000000001,30,226.16000010300195,None,1,1,226.16000010300195,None,You won $0.20!,5.6000000000000005,2,26,0.3399999999999999,56.666666666666664,0.2692486395291566,"[1, 1]",50.0,24,3,None,,0.2638475979983923,0.2638475979983923,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,1500,0,30,30,30,,228.20950525999797,None,1500,230.24398232300155,None,None,230.24398232300155,None,1.6600000000000001,31,231.79336013300053,None,1,1,231.79336013300053,None,You won $5.00!,10.600000000000001,1,27,0.2899999999999999,58.06451612903226,0.26798954905542716,[],100.0,27,3,None,,0.24658501100202557,0.24658501100202557,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,2000,0,31,31,31,,233.84322753400193,None,2000,235.8778500740009,None,None,235.8778500740009,None,1.71,32,237.92736537999735,None,1,1,237.92736537999735,None,You won $0.20!,10.8,2,28,0.2899999999999999,59.375,0.26659944636852934,[1],100.0,27,3,None,,0.24157759800436907,0.24157759800436907,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,3000,0,32,32,32,,239.96532005500194,None,3000,241.99550438299775,None,None,241.99550438299775,None,1.71,33,245.0283538799995,None,1,1,245.0283538799995,None,You did not lose $5.00!,10.8,4,29,0.2899999999999999,60.60606060606061,0.2652481965000334,"[1, 1]",100.0,27,3,None,,0.23957444899861002,0.23957444899861002,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,2000,0,33,33,33,,247.0827476179984,None,2000,249.1124612049971,None,None,249.1124612049971,None,1.71,34,251.14564319999772,None,None,0,251.14564319999772,None,You lost $0.20!,10.600000000000001,5,30,0.2599999999999999,58.82352941176471,0.2652481965000334,[],83.33333333333333,30,3,None,,0.23957444899861002,,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,2500,0,34,34,34,,253.18318831199576,None,2500,255.2126829830013,None,None,255.2126829830013,None,1.7400000000000002,35,257.7470329400021,None,None,0,257.7470329400021,None,You did not win or lose anything!,10.600000000000001,3,30,0.2599999999999999,57.14285714285714,0.2652481965000334,[],83.33333333333333,30,3,None,,0.23957444899861002,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,2000,0,35,35,35,,259.7970257220004,None,2000,261.8305542379967,None,None,261.8305542379967,None,1.7400000000000002,36,263.86436176700226,None,None,0,263.86436176700226,None,You did not win or lose anything!,10.600000000000001,3,30,0.2599999999999999,55.55555555555556,0.2652481965000334,[],83.33333333333333,30,3,None,,0.23957444899861002,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallPun,2500,0,36,36,36,,265.8985489789993,None,2500,267.9319433069977,None,None,267.9319433069977,None,1.7400000000000002,37,270.4655527110008,None,None,0,270.4655527110008,None,You lost $0.20!,10.400000000000002,5,31,0.2599999999999999,54.054054054054056,0.2652481965000334,[0],83.33333333333333,30,3,1,0.027355635997082572,0.28735563599708247,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,3000,0,37,37,37,,272.53200162499706,None,3000,274.5493549199964,None,None,274.5493549199964,None,1.7400000000000002,38,277.5998864189969,None,None,0,277.5998864189969,None,You did not win $0.20!,10.400000000000002,2,32,0.2599999999999999,52.63157894736842,0.2652481965000334,"[0, 0]",83.33333333333333,30,3,1,-0.008455631003016606,0.2515443689969833,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,2000,0,38,38,38,,279.6517450109968,None,2000,281.6841255649997,None,None,281.6841255649997,None,1.7400000000000002,39,283.7168267590023,None,None,0,283.7168267590023,None,You lost $5.00!,5.400000000000002,4,33,0.2999999999999999,51.28205128205128,0.2652481965000334,[],33.33333333333333,33,3,1,0.011067037004977465,0.31106703700497734,,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,3500,0,39,39,39,,285.76887422699656,None,3500,287.8015272959965,None,None,287.8015272959965,None,1.7000000000000002,40,291.3350059279983,None,None,0,291.3350059279983,None,You lost $5.00!,0.40000000000000213,4,34,0.2999999999999999,50.0,0.2652481965000334,[0],33.33333333333333,33,3,None,,0.31106703700497734,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,2000,0,40,40,40,,293.385027671,None,2000,295.41876331099775,None,None,295.41876331099775,None,1.7000000000000002,41,297.46900552399893,None,1,1,297.46900552399893,None,You won $5.00!,5.400000000000002,1,35,0.2999999999999999,51.21951219512195,0.26527516223827013,"[0, 1]",33.33333333333333,33,3,None,,0.26581447700300487,0.26581447700300487,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgReward,2500,0,41,41,41,,299.53638948500156,None,2500,301.55362941199564,None,1,301.55362941199564,None,1.7000000000000002,42,304.1365845469991,None,None,0,304.1365845469991,None,You did not win $5.00!,5.400000000000002,1,36,0.34999999999999987,50.0,0.26527516223827013,[],16.666666666666664,36,3,None,,0.26581447700300487,,Adjusting RT...,0.2882983509989572,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,2000,0,42,42,42,,306.1705676519996,None,2000,308.2032176749999,None,None,308.2032176749999,None,1.6500000000000001,43,310.2370505020008,None,None,0,310.2370505020008,None,You did not win or lose anything!,5.400000000000002,3,36,0.34999999999999987,48.837209302325576,0.26527516223827013,[],16.666666666666664,36,3,None,,0.26581447700300487,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,1500,0,43,43,43,,312.27055258199834,None,1500,314.3045492050005,None,None,314.3045492050005,None,1.6500000000000001,44,315.8377423740021,None,None,0,315.8377423740021,None,You did not win or lose anything!,5.400000000000002,3,36,0.34999999999999987,47.72727272727273,0.26527516223827013,[],16.666666666666664,36,3,None,,0.26581447700300487,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,2000,0,44,44,44,,317.8712985129969,None,2000,319.9046424459957,None,None,319.9046424459957,None,1.6500000000000001,45,321.93846112699975,None,1,1,321.93846112699975,None,You did not lose $5.00!,5.400000000000002,4,37,0.34999999999999987,48.888888888888886,0.26514748045486736,[1],16.666666666666664,36,3,None,,0.26246616300340975,0.26246616300340975,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,4000,0,45,45,45,,323.9721894839968,None,4000,326.0052270849992,None,None,326.0052270849992,None,1.6500000000000001,46,330.0384570289971,None,None,0,330.0384570289971,None,You did not win or lose anything!,5.400000000000002,3,37,0.34999999999999987,47.82608695652174,0.26514748045486736,[1],16.666666666666664,36,3,None,,0.26246616300340975,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
Triangle,1500,0,46,46,46,,332.0718482770026,None,1500,334.1055698199998,None,None,334.1055698199998,None,1.6500000000000001,47,335.6381198800009,None,None,0,335.6381198800009,None,You did not win or lose anything!,5.400000000000002,3,37,0.34999999999999987,46.808510638297875,0.26514748045486736,[1],16.666666666666664,36,3,None,,0.26246616300340975,,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
LgPun,4000,0,47,47,47,,337.6719194969992,None,4000,339.7058685739976,None,None,339.7058685739976,None,1.6500000000000001,48,343.7389857369999,None,1,1,343.7389857369999,None,You did not lose $5.00!,5.400000000000002,4,38,0.34999999999999987,47.91666666666667,0.2657423964787006,"[1, 1]",16.666666666666664,36,3,None,,0.2788305490030325,0.2788305490030325,,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
SmallReward,1500,0,48,48,48,,345.82256462999794,None,1500,347.8398311819983,None,None,347.8398311819983,None,1.6500000000000001,49,349.38964006800234,None,1,1,349.38964006800234,None,You won $0.20!,5.600000000000002,2,39,0.32999999999999985,48.97959183673469,0.2665522998753052,[],66.66666666666666,39,3,None,,0.2851800779972109,0.2851800779972109,Adjusting RT...,,003,Scanner,2,2019_Sep_07_1137,MID,3.1.5,60.02010541585189,
