TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,1,0.21408119198167697,,9999,2,practice
1,1,0.18875560903688893,,9999,2,practice
5,1,0.24999308603582904,,9999,2,practice
4,1,0.18929060001391917,,9999,2,practice
3,1,0.18075581401353702,,9999,2,practice
1,1,0.1873090139706619,,9999,2,practice
5,1,0.19336808600928634,,9999,2,practice
2,0,[],,9999,2,practice
3,1,0.18596599798183888,,9999,2,practice
1,1,0.16483717103255913,,9999,2,practice
4,1,0.1942716280464083,,9999,2,practice
5,1,0.1941309610265307,,9999,2,practice
2,0,[],,9999,2,practice
4,1,0.18155908701010048,,9999,2,practice
3,0,[],,9999,2,practice
