run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,polygon.started,polygon.stopped,text.started,text.stopped,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,7.955070044999957,None,12.967935393000516,None,,,,,,,,,
