TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,046,2,practice
1,1,0.3154757829979644,,046,2,practice
5,1,0.3145822919977945,,046,2,practice
4,1,0.28596281800128054,,046,2,practice
3,1,0.2936851140038925,,046,2,practice
1,0,[],,046,2,practice
5,1,0.2851239390001865,,046,2,practice
2,0,[],,046,2,practice
3,1,0.24650958200072637,,046,2,practice
1,1,0.26717548399756197,,046,2,practice
4,1,0.28101122900261544,,046,2,practice
5,1,0.2113482290005777,,046,2,practice
2,0,[],,046,2,practice
4,1,0.23906688800343545,,046,2,practice
3,0,[],,046,2,practice
