TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,0,[],,0000,1,5
1,1,0.2362940049788449,,0000,1,5
4,1,0.24267531899386086,,0000,1,5
2,1,0.23575418902328238,,0000,1,5
3,0,[],,0000,1,5
2,1,0.2305031459836755,,0000,1,5
3,1,0.2462974659865722,,0000,1,5
4,0,[],,0000,1,5
1,1,0.23534585401648656,,0000,1,5
5,1,0.22539473697543144,,0000,1,5
4,1,0.24218457398819737,,0000,1,5
2,0,[],,0000,1,5
1,0,[],,0000,1,5
3,0,[],,0000,1,5
4,0,[],,0000,1,5
3,0,[],,0000,1,5
5,0,[],,0000,1,5
