Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgReward,2500,0,10,10,10,,91.95229851998738,None,2500,93.96102973999223,None,None,93.96102973999223,None,1.5,11,96.48130033101188,None,None,0,96.48130033101188,None,You did not win $5.00!,-5.2,1,10,0.5,18.181818181818183,0.26330190799490083,[0],16.666666666666664,9,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,3500,0,11,11,11,,98.4539246679924,None,3500,100.46189768600743,None,None,100.46189768600743,None,1.5,12,103.97823220299324,None,None,0,103.97823220299324,None,You lost $5.00!,-10.2,4,11,0.5,16.666666666666664,0.26330190799490083,"[0, 0]",16.666666666666664,9,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,3500,0,12,12,12,,105.9528676919872,None,3500,107.95802495701355,None,None,107.95802495701355,None,1.5,13,111.47910776198842,None,None,0,111.47910776198842,None,You lost $0.20!,-10.399999999999999,5,12,0.5,15.384615384615385,0.26330190799490083,[],0.0,12,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,1500,0,13,13,13,,113.45306164299836,None,1500,115.46402499100077,None,None,115.46402499100077,None,1.5,14,116.97122611801024,None,None,0,116.97122611801024,None,You did not win or lose anything!,-10.399999999999999,3,12,0.5,14.285714285714285,0.26330190799490083,[],0.0,12,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,4000,0,14,14,14,,118.95345399400685,None,4000,120.96452636498725,None,None,120.96452636498725,None,1.5,15,124.98045775000355,None,None,0,124.98045775000355,None,You lost $5.00!,-15.399999999999999,4,13,0.5,13.333333333333334,0.26330190799490083,[0],0.0,12,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,4000,0,15,15,15,,126.95382581499871,None,4000,128.96543453700724,None,1,128.96543453700724,None,1.5,16,132.9722586539865,None,None,0,132.9722586539865,None,You did not win or lose anything!,-15.399999999999999,3,13,0.5,12.5,0.26330190799490083,[0],0.0,12,3,,,0.8800404040084686,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,3000,0,16,16,16,,134.95395711399033,None,3000,136.96634863200597,None,None,136.96634863200597,None,1.5,17,139.97343109498615,None,1,1,139.97343109498615,None,You did not lose $5.00!,-15.399999999999999,4,14,0.5,17.647058823529413,0.3052159159948739,"[0, 1]",0.0,12,3,0.38904393199482,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,1500,0,17,17,17,,141.95460616701166,None,1500,143.95998893800424,None,None,143.95998893800424,None,1.5,18,145.4738958629896,None,None,0,145.4738958629896,None,You lost $0.20!,-15.599999999999998,5,15,0.5,16.666666666666664,0.3052159159948739,[],16.666666666666664,15,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,2000,0,18,18,18,,147.4547335219977,None,2000,149.4678370640031,None,None,149.4678370640031,None,1.5,19,151.48976277399925,None,None,0,151.48976277399925,None,You did not win $5.00!,-15.599999999999998,1,16,0.5,15.789473684210526,0.3052159159948739,[0],16.666666666666664,15,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,4000,0,19,19,19,,153.45661903498694,None,4000,155.46871591199306,None,None,155.46871591199306,None,1.5,20,159.47452894199523,None,None,0,159.47452894199523,None,You lost $0.20!,-15.799999999999997,5,17,0.5,15.0,0.3052159159948739,"[0, 0]",16.666666666666664,15,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,1500,0,20,20,20,,161.45492964299046,None,1500,163.46158198200283,None,None,163.46158198200283,None,1.5,21,164.98696483200183,None,None,0,164.98696483200183,None,You did not win $0.20!,-15.799999999999997,2,18,0.5,14.285714285714285,0.3052159159948739,[],16.666666666666664,18,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,1500,0,21,21,21,,166.95483763399534,None,1500,168.9707337009895,None,None,168.9707337009895,None,1.5,22,170.4735062349937,None,None,0,170.4735062349937,None,You lost $5.00!,-20.799999999999997,4,19,0.5,13.636363636363635,0.3052159159948739,[0],16.666666666666664,18,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,3500,0,22,22,22,,172.46942441599094,None,3500,174.47151086700615,None,None,174.47151086700615,None,1.5,23,177.9881117210025,None,None,0,177.9881117210025,None,You did not win $5.00!,-20.799999999999997,1,20,0.5,13.043478260869565,0.3052159159948739,"[0, 0]",16.666666666666664,18,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,4000,0,23,23,23,,179.9577959839953,None,4000,181.9612175920047,None,None,181.9612175920047,None,1.5,24,185.98943150500418,None,None,0,185.98943150500418,None,You did not win $0.20!,-20.799999999999997,2,21,0.5,12.5,0.3052159159948739,[],0.0,21,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,2000,0,24,24,24,,187.95806557199103,None,2000,189.97301133099245,None,None,189.97301133099245,None,1.5,25,191.97374714398757,None,None,0,191.97374714398757,None,You did not win or lose anything!,-20.799999999999997,3,21,0.5,12.0,0.3052159159948739,[],0.0,21,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,2000,0,25,25,25,,193.95770646899473,None,2000,195.9736231600109,None,None,195.9736231600109,None,1.5,26,197.97460944199702,None,None,0,197.97460944199702,None,You lost $5.00!,-25.799999999999997,4,22,0.5,11.538461538461538,0.3052159159948739,[0],0.0,21,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,2000,0,26,26,26,,199.9568927839864,None,2000,201.97507441000198,None,None,201.97507441000198,None,1.5,27,203.9917873319937,None,1,1,203.9917873319937,None,You won $0.20!,-25.599999999999998,2,23,0.5,14.814814814814813,0.3198319540024386,"[0, 1]",0.0,21,3,0.36368006802513264,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,3000,0,27,27,27,,205.95756045600865,None,3000,207.97610667999834,None,None,207.97610667999834,None,1.5,28,210.97640476599918,None,None,0,210.97640476599918,None,You did not win or lose anything!,-25.599999999999998,3,23,0.5,14.285714285714285,0.3198319540024386,"[0, 1]",0.0,21,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,3500,0,28,28,28,,212.95768615000998,None,3500,214.97657527201227,None,None,214.97657527201227,None,1.5,29,218.49414624398923,None,None,0,218.49414624398923,None,You did not win $0.20!,-25.599999999999998,2,24,0.5,13.793103448275861,0.3198319540024386,[],16.666666666666664,24,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,1500,0,29,29,29,,220.45982059600647,None,1500,222.47739622701192,None,None,222.47739622701192,None,1.5,30,223.97712595001212,None,None,0,223.97712595001212,None,You did not win or lose anything!,-25.599999999999998,3,24,0.5,13.333333333333334,0.3198319540024386,[],16.666666666666664,24,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,1500,0,30,30,30,,225.9580806310114,None,1500,227.97817135200603,None,None,227.97817135200603,None,1.5,31,229.49447541500558,None,None,0,229.49447541500558,None,You did not win $0.20!,-25.599999999999998,2,25,0.5,12.903225806451612,0.3198319540024386,[0],16.666666666666664,24,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,2000,0,31,31,31,,231.45870858000126,None,2000,233.47861481099972,None,None,233.47861481099972,None,1.5,32,235.4789822520106,None,None,0,235.4789822520106,None,You did not win or lose anything!,-25.599999999999998,3,25,0.5,12.5,0.3198319540024386,[0],16.666666666666664,24,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,1500,0,32,32,32,,237.45851965399925,None,1500,239.4794416250079,None,None,239.4794416250079,None,1.5,33,240.97952267099754,None,None,0,240.97952267099754,None,You lost $5.00!,-30.599999999999998,4,26,0.5,12.121212121212121,0.3198319540024386,"[0, 0]",16.666666666666664,24,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,3500,0,33,33,33,,242.95905358399614,None,3500,244.96600212098565,None,None,244.96600212098565,None,1.5,34,248.4814092850138,None,None,0,248.4814092850138,None,You did not win or lose anything!,-30.599999999999998,3,26,0.5,11.76470588235294,0.3198319540024386,"[0, 0]",16.666666666666664,24,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,1500,0,34,34,34,,250.4591614200035,None,1500,252.46645091898972,None,None,252.46645091898972,None,1.5,35,253.98208364099264,None,None,0,253.98208364099264,None,You lost $5.00!,-35.599999999999994,4,27,0.5,11.428571428571429,0.3198319540024386,[],16.666666666666664,27,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,1500,0,35,35,35,,255.95985595099046,None,1500,257.96677661000285,None,None,257.96677661000285,None,1.5,36,259.4825694700121,None,None,0,259.4825694700121,None,You did not win or lose anything!,-35.599999999999994,3,27,0.5,11.11111111111111,0.3198319540024386,[],16.666666666666664,27,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,1500,0,36,36,36,,261.45954916099436,None,1500,263.4680241100141,None,None,263.4680241100141,None,1.5,37,264.98202321800636,None,None,0,264.98202321800636,None,You lost $0.20!,-35.8,5,28,0.5,10.81081081081081,0.3198319540024386,[0],16.666666666666664,27,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,1500,0,37,37,37,,266.96026116699795,None,1500,268.96690106298774,None,None,268.96690106298774,None,1.5,38,270.50089031801326,None,None,0,270.50089031801326,None,You did not win $5.00!,-35.8,1,29,0.5,10.526315789473683,0.3198319540024386,"[0, 0]",16.666666666666664,27,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
Triangle,1500,0,38,38,38,,272.4621524820104,None,1500,274.46145995199913,None,None,274.46145995199913,None,1.5,39,275.9828073749959,None,None,0,275.9828073749959,None,You did not win or lose anything!,-35.8,3,29,0.5,10.256410256410255,0.3198319540024386,"[0, 0]",16.666666666666664,27,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,2000,0,39,39,39,,277.9622518499964,None,2000,279.97177733198623,None,None,279.97177733198623,None,1.5,40,281.9895490559866,None,None,0,281.9895490559866,None,You did not win $5.00!,-35.8,1,30,0.5,10.0,0.3198319540024386,[],0.0,30,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,2500,0,40,40,40,,283.9622369680146,None,2500,285.96949253600906,None,None,285.96949253600906,None,1.5,41,288.4858276229934,None,None,0,288.4858276229934,None,You lost $5.00!,-40.8,4,31,0.5,9.75609756097561,0.3198319540024386,[0],0.0,30,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,3000,0,41,41,41,,290.4647087290068,None,3000,292.4699188079976,None,None,292.4699188079976,None,1.5,42,295.48717810801463,None,None,0,295.48717810801463,None,You did not win $5.00!,-40.8,1,32,0.5,9.523809523809524,0.3198319540024386,"[0, 0]",0.0,30,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgPun,1500,0,42,42,42,,297.46152828400955,None,1500,299.4716049800045,None,None,299.4716049800045,None,1.5,43,300.978722320986,None,None,0,300.978722320986,None,You lost $5.00!,-45.8,4,33,0.5,9.30232558139535,0.3198319540024386,[],0.0,33,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,1500,0,43,43,43,,302.9605456480058,None,1500,304.972678266,None,None,304.972678266,None,1.5,44,306.49394404300256,None,None,0,306.49394404300256,None,You did not win $5.00!,-45.8,1,34,0.5,9.090909090909092,0.3198319540024386,[0],0.0,33,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,3000,0,44,44,44,,308.4621370699897,None,3000,310.4713660799898,None,1,310.4713660799898,None,1.5,45,313.4910025320132,None,None,0,313.4910025320132,None,You did not win $0.20!,-45.8,2,35,0.5,8.88888888888889,0.3198319540024386,"[0, 0]",0.0,33,3,,,0.4859882009914145,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,1500,0,45,45,45,,315.46384272899013,None,1500,317.473553341988,None,None,317.473553341988,None,1.5,46,318.97930101299426,None,None,0,318.97930101299426,None,You lost $0.20!,-46.0,5,36,0.5,8.695652173913043,0.3198319540024386,[],0.0,36,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
LgReward,1500,0,46,46,46,,320.96249157798593,None,1500,322.9739839209942,None,None,322.9739839209942,None,1.5,47,324.4929986500065,None,None,0,324.4929986500065,None,You did not win $5.00!,-46.0,1,37,0.5,8.51063829787234,0.3198319540024386,[0],0.0,36,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,2500,0,47,47,47,,326.46443119601463,None,2500,328.47508688099333,None,1,328.47508688099333,None,1.5,48,330.98202079400653,None,None,0,330.98202079400653,None,You lost $0.20!,-46.2,5,38,0.5,8.333333333333332,0.3198319540024386,"[0, 0]",0.0,36,3,,,1.56731782402494,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallReward,1500,0,48,48,48,,332.9631608109921,None,1500,334.9756609580072,None,None,334.9756609580072,None,1.5,49,336.4934766110091,None,None,0,336.4934766110091,None,You did not win $0.20!,-46.2,2,39,0.5,8.16326530612245,0.3198319540024386,[],0.0,39,3,,Adjusting RT...,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
SmallPun,1500,0,49,49,49,,338.4649026970146,None,1500,340.47632466600044,None,None,340.47632466600044,None,1.5,50,341.9807450840017,None,None,0,341.9807450840017,None,You lost $0.20!,-46.400000000000006,5,40,0.5,8.0,0.3198319540024386,[0],0.0,39,3,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,027,Scanner,2,2019_Aug_27_1104,MID,3.1.5,23.995722100039252,
