Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,0,0,0,TimeVersion13.csv,36.919633379002335,None,1500,38.94729625299806,None,None,38.94729625299806,None,1.59,1,40.48709807600244,None,1,1,0.2905968619961641,40.48709807600244,None,You did not lose $5.00!,0,4,1,0.4099999999999999,100.0,0.2905968619961641,[1],0,0,3,None,0.2905968619961641,,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
LgReward,2000,0,1,1,1,,42.54820064100204,None,2000,44.58179257900338,None,None,44.58179257900338,None,1.59,2,46.64799271499942,None,1,1,0.2255640500006848,46.64799271499942,None,You won $5.00!,5,1,2,0.4099999999999999,100.0,0.25808045599842444,"[1, 1]",0,0,3,None,0.2255640500006848,,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
Triangle,4000,0,2,2,2,,48.687325942002644,None,4000,50.71604938900418,None,None,50.71604938900418,None,1.59,3,54.750295573001495,None,None,0,,54.750295573001495,None,You did not win or lose anything!,5,3,2,0.4099999999999999,66.66666666666666,0.25808045599842444,"[1, 1]",0,0,3,None,0.2255640500006848,,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
LgPun,1500,0,3,3,3,,56.8047946939987,None,1500,58.83312216200284,None,None,58.83312216200284,None,1.59,4,60.36720489800064,None,1,1,0.3074960009980714,60.36720489800064,None,You did not lose $5.00!,5,4,3,0.35999999999999993,75.0,0.2745523043316401,[],100.0,3,3,None,0.3074960009980714,Adjusting RT...,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
LgReward,1500,0,4,4,4,,62.43535191700357,None,1500,64.46713317400281,None,None,64.46713317400281,None,1.6400000000000001,5,66.01720280299924,None,None,0,,66.01720280299924,None,You did not win $5.00!,5,1,4,0.35999999999999993,60.0,0.2745523043316401,[0],100.0,3,3,1,0.3543300660015665,,-0.005669933998433407,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
LgPun,2000,0,5,5,5,,68.05546161800157,None,2000,70.08483649999835,None,None,70.08483649999835,None,1.6400000000000001,6,72.11867234500096,None,1,1,0.23289330600528046,72.11867234500096,None,You did not lose $5.00!,5,4,5,0.35999999999999993,66.66666666666666,0.2641375547500502,"[0, 1]",100.0,3,3,None,0.23289330600528046,,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
Triangle,3000,0,6,6,6,,74.15585720499803,None,3000,76.18627462100267,None,None,76.18627462100267,None,1.6400000000000001,7,79.21944527100277,None,None,0,,79.21944527100277,None,You did not win or lose anything!,5,3,5,0.35999999999999993,57.14285714285714,0.2641375547500502,"[0, 1]",100.0,3,3,None,0.23289330600528046,,,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
SmallReward,2000,0,7,7,7,,81.28545123700314,None,2000,83.302901174,None,1,83.302901174,None,1.6400000000000001,8,85.35271361299965,None,None,0,,85.35271361299965,None,You did not win $0.20!,5,2,6,0.3399999999999999,50.0,0.2641375547500502,[],66.66666666666666,6,3,None,0.23289330600528046,Adjusting RT...,,1.536800638998102,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
Triangle,2000,0,8,8,8,,87.4034394420014,None,2000,89.43781117499748,None,None,89.43781117499748,None,1.6600000000000001,9,91.48753197800397,None,None,0,,91.48753197800397,None,You did not win or lose anything!,5,3,6,0.3399999999999999,44.44444444444444,0.2641375547500502,[],66.66666666666666,6,3,1,0.46349375999474424,,0.12349375999474432,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
SmallReward,2500,0,9,9,9,,93.5549852730037,None,2500,95.58775826999772,None,None,95.58775826999772,None,1.6600000000000001,10,98.1378964070027,None,None,0,,98.1378964070027,None,You did not win $0.20!,5,2,7,0.3399999999999999,40.0,0.2641375547500502,[0],66.66666666666666,6,3,1,0.3303038109987391,,-0.009696189001260791,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
Triangle,3500,0,10,10,10,,100.1740081780008,None,3500,102.20600502700108,None,None,102.20600502700108,None,1.6600000000000001,11,105.73902351400466,None,None,0,,105.73902351400466,None,You did not win or lose anything!,5,3,7,0.3399999999999999,36.36363636363637,0.2641375547500502,[0],66.66666666666666,6,3,1,0.47175751300150287,,0.13175751300150296,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
SmallReward,4000,0,11,11,11,,107.78921135500423,None,4000,109.80662498700258,None,None,109.80662498700258,None,1.6600000000000001,12,113.85671991800336,None,None,0,,113.85671991800336,None,You did not win $0.20!,5,2,8,0.3399999999999999,33.33333333333333,0.2641375547500502,"[0, 0]",66.66666666666666,6,3,1,0.3575865700002759,,0.01758657000027597,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
SmallPun,4000,0,12,12,12,,115.89182728100423,None,4000,117.92435925300379,None,None,117.92435925300379,None,1.6600000000000001,13,121.9578184780039,None,None,0,,121.9578184780039,None,You lost $0.20!,4.8,5,9,0.3899999999999999,30.76923076923077,0.2641375547500502,[],16.666666666666664,9,3,1,0.40646855299622975,Adjusting RT...,0.016468552996229846,,010,Scanner,2,2019_Sep_07_1305,MID,3.1.5,60.03546715269276,
