Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,TimeVersion8.csv,58.88183697400382,None,2000,60.88376614000299,None,None,60.88376614000299,None,1.54,1,62.90194822399644,None,1,1,0.315837283997098,62.90194822399644,None,You did not win or lose anything!,0,3,0,0.45999999999999996,100.0,0.315837283997098,[],0,0,3,None,0.315837283997098,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
SmallReward,3500,0,1,1,1,,64.92361985400203,None,3500,66.9287102369999,None,None,66.9287102369999,None,1.54,2,70.45346982701449,None,1,1,0.3433321010088548,70.45346982701449,None,You won $0.20!,0.2,2,1,0.45999999999999996,100.0,0.3295846925029764,[1],0,0,3,None,0.3433321010088548,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
LgPun,2000,0,2,2,2,,72.4649455260078,None,2000,74.47960537200561,None,None,74.47960537200561,None,1.54,3,76.48308217001613,None,1,1,0.34970751401851885,76.48308217001613,None,You did not lose $5.00!,0.2,4,2,0.45999999999999996,100.0,0.3362922996748239,"[1, 1]",0,0,3,None,0.34970751401851885,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
SmallReward,1500,0,3,3,3,,78.50728526199237,None,1500,80.51376122000511,None,None,80.51376122000511,None,1.54,4,82.03727978101233,None,1,1,0.32450982302543707,82.03727978101233,None,You won $0.20!,0.4,2,3,0.41,100.0,0.3333466805124772,[],100.0,3,3,None,0.32450982302543707,Adjusting RT...,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
LgReward,4000,0,4,4,4,,84.04940861201612,None,4000,86.0643308419967,None,None,86.0643308419967,None,1.59,5,90.0817256650189,None,None,0,,90.0817256650189,None,You did not win $5.00!,0.4,1,4,0.41,80.0,0.3333466805124772,[0],100.0,3,3,1,0.40157279200153423,,-0.008427207998465747,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
LgPun,1500,0,5,5,5,,92.09192679199623,None,1500,94.09926455200184,None,None,94.09926455200184,None,1.59,6,95.61531399699743,None,None,0,,95.61531399699743,None,You lost $5.00!,-4.6,4,5,0.41,66.66666666666666,0.3333466805124772,"[0, 0]",100.0,3,3,None,0.40157279200153423,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
Triangle,3500,0,6,6,6,,97.63351450301707,None,3500,99.64949971201713,None,None,99.64949971201713,None,1.59,7,103.14989025899558,None,None,0,,103.14989025899558,None,You did not win or lose anything!,-4.6,3,5,0.41,57.14285714285714,0.3333466805124772,"[0, 0]",100.0,3,3,1,0.4396524300065357,,0.029652430006535724,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
LgPun,1500,0,7,7,7,,105.17552221700316,None,1500,107.18513535801321,None,None,107.18513535801321,None,1.59,8,108.69221984301112,None,1,1,0.30457036799634807,108.69221984301112,None,You did not lose $5.00!,-4.6,4,6,0.38999999999999996,62.5,0.32759141800925135,[],66.66666666666666,6,3,None,0.30457036799634807,Adjusting RT...,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
SmallReward,1500,0,8,8,8,,110.67688033301965,None,1500,112.68512361001922,None,None,112.68512361001922,None,1.61,9,114.20687035500305,None,None,0,,114.20687035500305,None,You did not win $0.20!,-4.6,2,7,0.38999999999999996,55.55555555555556,0.32759141800925135,[0],66.66666666666666,6,3,None,0.30457036799634807,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
SmallPun,2500,0,9,9,9,,116.17711323601543,None,2500,118.18534983400605,None,None,118.18534983400605,None,1.61,10,120.70211101800669,None,None,0,,120.70211101800669,None,You lost $0.20!,-4.8,5,8,0.38999999999999996,50.0,0.32759141800925135,"[0, 0]",66.66666666666666,6,3,None,0.30457036799634807,,,,031,Scanner,1,2019_Aug_29_1208,MID,3.1.5,23.98336040324052,
