cue,probe,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,probeResp.keys,probeResp.corr,probeResp.rt,msg,TrackEarnings,Trial Counter,TrialType,ProbeDur,percentacc,meanrt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
images/WinBig.BMP,images/WinProbe.BMP,WinBig,0,0,0,3,1.695,None,0.283,1.5,[],space,1,0.2592831440269947,You won $5.00!,5,1,1,0.15,0,0.2592831440269947,,001,.5,2019_Apr_18_1545,MID,3.0.7,60.22995012965278,
images/LoseBig.BMP,images/LoseProbe.BMP,LoseBig,0,1,1,0,2.661,None,0.389,1.5,[0.2592831440269947],space,1,0.16993989096954465,You did not lose $5.00!,5,2,4,0.15,100.0,0.21461151749826968,,001,.5,2019_Apr_18_1545,MID,3.0.7,60.22995012965278,
images/LoseSmall.BMP,images/LoseProbe.BMP,LoseSmall,0,2,2,1,2.627,None,0.179,1.5,"[0.2592831440269947, 0.16993989096954465]",space,1,0.28618015797110274,You did not lose $0.20!,5,3,5,0.15,100.0,0.23846773098921403,,001,.5,2019_Apr_18_1545,MID,3.0.7,60.22995012965278,
images/Neutral.BMP,images/NeutralProbe.BMP,Neutral,0,3,3,2,3.053,None,0.415,1.5,"[0.2592831440269947, 0.16993989096954465, 0.28618015797110274]",space,1,0.2520685610361397,You did not win or lose anything!,5,4,3,0.15,100.0,0.24186793850094546,,001,.5,2019_Apr_18_1545,MID,3.0.7,60.22995012965278,
