trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,jitterTarget,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,3.126,None,0.495,,,,,,,,
