Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,4000,0,0,0,0,TimeVersion2.csv,38.97290541599796,None,4000,40.989926965005,None,None,40.989926965005,None,1.6400000000000001,1,45.042040517000714,None,1,1,0.272991138001089,45.042040517000714,None,You won $0.20!,0.2,2,1,0.36,100.0,0.272991138001089,[1],0,0,3,None,0.272991138001089,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
Triangle,1500,0,1,1,1,,47.096957581001334,None,1500,49.12458078000054,None,None,49.12458078000054,None,1.6400000000000001,2,50.65863530999923,None,None,0,,50.65863530999923,None,You did not win or lose anything!,0.2,3,1,0.36,50.0,0.272991138001089,[1],0,0,3,None,0.272991138001089,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
SmallReward,3000,0,2,2,2,,52.73034425300284,None,3000,54.75889753999945,None,None,54.75889753999945,None,1.6400000000000001,3,57.80843324900343,None,1,1,0.24058092600171221,57.80843324900343,None,You won $0.20!,0.4,2,2,0.36,66.66666666666666,0.2567860320014006,"[1, 1]",0,0,3,None,0.24058092600171221,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
SmallPun,1500,0,3,3,3,,59.84688503399957,None,1500,61.87546124400251,None,None,61.87546124400251,None,1.6400000000000001,4,63.41394707099971,None,1,1,0.3121674450012506,63.41394707099971,None,You did not lose $0.20!,0.4,5,3,0.31,75.0,0.2752465030013506,[],100.0,3,3,None,0.3121674450012506,Adjusting RT...,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
LgPun,1500,0,4,4,4,,65.46483521100163,None,1500,67.49304428100004,None,None,67.49304428100004,None,1.69,5,69.02649861499958,None,None,0,,69.02649861499958,None,You lost $5.00!,-4.6,4,4,0.31,60.0,0.2752465030013506,[0],100.0,3,3,1,0.317034588001261,,0.007034588001261,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
Triangle,1500,0,5,5,5,,71.0823390680016,None,1500,73.11039139600325,None,None,73.11039139600325,None,1.69,6,74.64322704200458,None,None,0,,74.64322704200458,None,You did not win or lose anything!,-4.6,3,4,0.31,50.0,0.2752465030013506,[0],100.0,3,3,1,0.31624006800353527,,0.006240068003535271,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
SmallPun,1500,0,6,6,6,,76.69902395499957,None,1500,78.72822543700022,None,None,78.72822543700022,None,1.69,7,80.26045891000103,None,None,0,,80.26045891000103,None,You lost $0.20!,-4.8,5,5,0.31,42.857142857142854,0.2752465030013506,"[0, 0]",100.0,3,3,1,0.3215844979955,,0.011584497995499987,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
Triangle,2000,0,7,7,7,,82.29967908000253,None,2000,84.32894776300236,None,None,84.32894776300236,None,1.69,8,86.36234414500359,None,None,0,,86.36234414500359,None,You did not win or lose anything!,-4.8,3,5,0.31,37.5,0.2752465030013506,"[0, 0]",100.0,3,3,1,0.4142916179940221,,0.10429161799402209,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
LgReward,2500,0,8,8,8,,88.42859637299989,None,2500,90.46287201999803,None,None,90.46287201999803,None,1.69,9,93.01285061700037,None,1,1,0.22727803499583388,93.01285061700037,None,You won $5.00!,0.20000000000000018,1,6,0.29,44.44444444444444,0.2632543859999714,[],66.66666666666666,6,3,None,0.22727803499583388,Adjusting RT...,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
LgPun,2500,0,9,9,9,,95.04614701600076,None,2500,97.08086754599935,None,None,97.08086754599935,None,1.71,10,99.61385905800125,None,1,1,0.24733096999989357,99.61385905800125,None,You did not lose $5.00!,0.20000000000000018,4,7,0.29,50.0,0.26006970279995584,[1],66.66666666666666,6,3,None,0.24733096999989357,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
SmallPun,3000,0,10,10,10,,101.65018805200089,None,3000,103.68092388399964,None,None,103.68092388399964,None,1.71,11,106.71427849899919,None,1,1,0.2468738649986335,106.71427849899919,None,You did not lose $0.20!,0.20000000000000018,5,8,0.29,54.54545454545454,0.2578703964997355,"[1, 1]",66.66666666666666,6,3,None,0.2468738649986335,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
SmallReward,2000,0,11,11,11,,108.78156915100408,None,2000,110.79796358800377,None,None,110.79796358800377,None,1.71,12,112.84893861700402,None,None,0,,112.84893861700402,None,You did not win $0.20!,0.20000000000000018,2,9,0.31,50.0,0.2578703964997355,[],49.99999999999999,9,3,1,0.3157147440020344,Adjusting RT...,0.005714744002034422,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
Triangle,4000,0,12,12,12,,114.88448360899929,None,4000,116.91653334500006,None,None,116.91653334500006,None,1.69,13,120.9491644439986,None,1,1,0.24785884100128897,120.9491644439986,None,You did not win or lose anything!,0.20000000000000018,3,9,0.31,53.84615384615385,0.2564401742856717,[],49.99999999999999,9,3,None,0.24785884100128897,,,009,Scanner,2,2019_Sep_06_1254,MID,3.1.5,60.04730190311686,
