Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.rt,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,AdjRTmsg,probeResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,TimeVersion_practice1.csv,18.44364647200564,None,2000,20.437562642007833,None,1,1.069438861013623,20.437562642007833,None,1.65,1,22.47081146700657,None,None,0,22.47081146700657,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
LgReward,2000,0,1,1,1,,24.38626867599669,None,2000,26.40641370799858,None,None,,26.40641370799858,None,1.65,2,28.42200915000285,None,None,0,28.42200915000285,None,You did not win $5.00!,0,1,2,0.35,0.0,nan,"[0, 0]",0,0,3,,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
SmallPun,2000,0,2,2,2,,30.345312968012877,None,2000,32.35636665800121,None,None,,32.35636665800121,None,1.65,3,34.36384422099218,None,None,0,34.36384422099218,None,You lost $0.20!,-0.2,5,3,0.42,0.0,nan,[],0.0,3,3,Adjusting RT...,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
LgPun,2000,0,3,3,3,,36.30380490401876,None,2000,38.312233877019025,None,None,,38.312233877019025,None,1.58,4,40.3246564080182,None,1,1,40.3246564080182,None,You did not lose $5.00!,-0.2,4,4,0.42,25.0,0.25344280400895514,[1],0.0,3,3,,0.25344280400895514,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
Triangle,2000,0,4,4,4,,42.303963717014994,None,2000,44.310848576016724,None,None,,44.310848576016724,None,1.58,5,46.3255044130201,None,None,0,46.3255044130201,None,You did not win or lose anything!,-0.2,3,4,0.42,20.0,0.25344280400895514,[1],0.0,3,3,,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
LgReward,2000,0,5,5,5,,48.30418946099235,None,2000,50.311304055008804,None,None,,50.311304055008804,None,1.58,6,52.34271157401963,None,1,1,52.34271157401963,None,You won $5.00!,4.8,1,5,0.42,33.33333333333333,0.25941158800560515,"[1, 1]",0.0,3,3,,0.26538037200225517,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
SmallPun,2000,0,6,6,6,,54.30429823099985,None,2000,56.32619396300288,None,None,,56.32619396300288,None,1.58,7,58.32755741599249,None,1,1,58.32755741599249,None,You did not lose $0.20!,4.8,5,6,0.44,42.857142857142854,0.272136933344882,[],50.0,6,3,Adjusting RT...,0.29758762402343564,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
SmallReward,2000,0,7,7,7,,60.30525433199364,None,2000,62.31242814200232,None,None,,62.31242814200232,None,1.56,8,64.34368894100771,None,None,0,64.34368894100771,None,You did not win $0.20!,4.8,2,7,0.44,37.5,0.272136933344882,[0],50.0,6,3,,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
Triangle,2000,0,8,8,8,,66.26271290000295,None,2000,68.27751675900072,None,None,,68.27751675900072,None,1.56,9,70.27695720799966,None,None,0,70.27695720799966,None,You did not win or lose anything!,4.8,3,7,0.44,33.33333333333333,0.272136933344882,[0],50.0,6,3,,,037,Practice,2,2019_Aug_23_1243,MID,3.1.5,24.003073506590518,
