Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,feedback_resp.rt,AdjRTmsg,probeResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,TimeVersion_practice1.csv,45.828167030005716,None,2000,47.84627171896864,None,None,47.84627171896864,None,1.65,1,49.90356808400247,None,None,0,49.90356808400247,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,None,,,,,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
LgReward,2000,0,1,1,1,,51.953828377008904,None,2000,53.97931778000202,None,None,53.97931778000202,None,1.65,2,56.03708604397252,None,None,0,56.03708604397252,None,You did not win $5.00!,0,1,2,0.35,0.0,nan,"[0, 0]",0,0,3,1,0.40199984100181607,0.051999841001816094,,,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
SmallPun,2000,0,2,2,2,,58.070964035985526,None,2000,60.09727462095907,None,None,60.09727462095907,None,1.65,3,62.13783224200597,None,None,0,62.13783224200597,None,You lost $0.20!,-0.2,5,3,0.42,0.0,nan,[],0.0,3,3,None,0.40199984100181607,,Adjusting RT...,,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
LgPun,2000,0,3,3,3,,64.1715070369537,None,2000,66.19854198698886,None,None,66.19854198698886,None,1.58,4,68.23726780095603,None,1,1,68.23726780095603,None,You did not lose $5.00!,-0.2,4,4,0.42,25.0,0.3354485249728896,[1],0.0,3,3,None,0.3354485249728896,,,0.3354485249728896,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
Triangle,2000,0,4,4,4,,70.27195859799394,None,2000,72.29829269699985,None,None,72.29829269699985,None,1.58,5,74.33241228200495,None,None,0,74.33241228200495,None,You did not win or lose anything!,-0.2,3,4,0.42,20.0,0.3354485249728896,[1],0.0,3,3,1,0.46102660599164663,0.04102660599164665,,,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
LgReward,2000,0,5,5,5,,76.38334291399224,None,2000,78.41641455795616,None,None,78.41641455795616,None,1.58,6,80.46691996295704,None,1,1,80.46691996295704,None,You won $5.00!,4.8,1,5,0.42,33.33333333333333,0.298671693977667,"[1, 1]",0.0,3,3,None,0.26189486298244447,,,0.26189486298244447,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
SmallPun,2000,0,6,6,6,,82.50602884299587,None,2000,84.533315380977,None,None,84.533315380977,None,1.58,7,86.56709205795778,None,1,1,86.56709205795778,None,You did not lose $0.20!,4.8,5,6,0.44,42.857142857142854,0.2826982603291981,[],50.0,6,3,None,0.25075139303226024,,Adjusting RT...,0.25075139303226024,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
SmallReward,2000,0,7,7,7,,88.61679123999784,None,2000,90.65155085199513,None,None,90.65155085199513,None,1.56,8,92.70191082899692,None,1,1,92.70191082899692,None,You won $0.20!,5.0,2,7,0.44,50.0,0.30250021199753974,[1],50.0,6,3,None,0.36190606700256467,,,0.36190606700256467,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
Triangle,2000,0,8,8,8,,94.74002814898267,None,2000,96.76924884796608,None,None,96.76924884796608,None,1.56,9,98.80193626799155,None,1,1,98.80193626799155,None,You did not win or lose anything!,5.0,3,7,0.44,55.55555555555556,0.30537951560691,[1],50.0,6,3,None,0.316896730044391,,,0.316896730044391,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
LgReward,2000,0,9,9,9,,100.85159384598956,None,2000,102.8863341989927,None,None,102.8863341989927,None,1.56,10,104.93671109696152,None,1,1,104.93671109696152,None,You won $5.00!,10.0,1,8,0.44,60.0,0.30083780984083813,"[1, 1]",50.0,6,3,None,0.27812928101047873,,,0.27812928101047873,020,Practice,2,2019_Sep_02_1104,MID,3.1.5,59.99914310233717,
