TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,034,2,practice
1,0,[],,034,2,practice
5,0,[],,034,2,practice
4,1,0.2868232440087013,,034,2,practice
3,1,0.2782003309985157,,034,2,practice
1,1,0.2710718220041599,,034,2,practice
5,1,0.2933585710125044,,034,2,practice
2,1,0.2707620750006754,,034,2,practice
3,1,0.2777430709975306,,034,2,practice
1,1,0.2825507420056965,,034,2,practice
4,1,0.17059945198707283,,034,2,practice
5,0,[],,034,2,practice
2,1,0.019810544996289536,,034,2,practice
4,0,[],,034,2,practice
3,1,0.14984029898187146,,034,2,practice
