TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,022,2,practice
1,1,0.2633143739949446,,022,2,practice
5,0,[],,022,2,practice
4,0,[],,022,2,practice
3,0,[],,022,2,practice
1,1,0.29798166899126954,,022,2,practice
5,0,[],,022,2,practice
2,1,0.17538311600219458,,022,2,practice
3,1,0.24891762000333983,,022,2,practice
1,1,0.23455352000019047,,022,2,practice
4,0,[],,022,2,practice
5,0,[],,022,2,practice
2,1,0.22467696700186934,,022,2,practice
4,0,[],,022,2,practice
3,1,0.2763977629947476,,022,2,practice
