trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,0.458,3.164,None,1.542,space,1,0.27263297099852934,,,,,,,
