TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,035,2,practice
1,0,[],,035,2,practice
5,0,[],,035,2,practice
4,1,0.2561693209572695,,035,2,practice
3,1,0.2936056539765559,,035,2,practice
1,1,0.29333333001704887,,035,2,practice
5,1,0.28146198199829087,,035,2,practice
2,1,0.33126847399398685,,035,2,practice
3,1,0.32937320100609213,,035,2,practice
1,1,0.3128249089932069,,035,2,practice
4,1,0.30538094200892374,,035,2,practice
5,1,0.3055785520118661,,035,2,practice
2,1,0.30455208203056827,,035,2,practice
4,1,0.3116463019978255,,035,2,practice
3,0,[],,035,2,practice
