trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,fixationResp.rt,jitterTarget,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,3.618,space,0.43606166599784046,0.284,,,,,,,,
