trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation
go,sst_images/Left_Arrow.bmp,,1,819,
go,sst_images/Right_Arrow.bmp,,2,731,
go,sst_images/Right_Arrow.bmp,,2,2000,
go,sst_images/Left_Arrow.bmp,,1,848,
go,sst_images/Left_Arrow.bmp,,1,1002,
go,sst_images/Right_Arrow.bmp,,2,1678,
go,sst_images/Left_Arrow.bmp,,1,701,
go,sst_images/Right_Arrow.bmp,,2,703,
go,sst_images/Right_Arrow.bmp,,2,1218,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,872,
go,sst_images/Left_Arrow.bmp,,1,924,
go,sst_images/Right_Arrow.bmp,,2,719,
go,sst_images/Left_Arrow.bmp,,1,860,
go,sst_images/Left_Arrow.bmp,,1,1067,
go,sst_images/Left_Arrow.bmp,,1,1417,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,724,
go,sst_images/Right_Arrow.bmp,,2,792,
go,sst_images/Left_Arrow.bmp,,1,829,
go,sst_images/Left_Arrow.bmp,,1,840,
go,sst_images/Right_Arrow.bmp,,2,802,
go,sst_images/Left_Arrow.bmp,,1,747,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,735,
go,sst_images/Right_Arrow.bmp,,2,711,
go,sst_images/Left_Arrow.bmp,,1,810,
go,sst_images/Right_Arrow.bmp,,2,703,
go,sst_images/Right_Arrow.bmp,,2,1071,
go,sst_images/Left_Arrow.bmp,,1,762,
go,sst_images/Right_Arrow.bmp,,2,722,
go,sst_images/Right_Arrow.bmp,,2,912,
go,sst_images/Left_Arrow.bmp,,1,817,
go,sst_images/Right_Arrow.bmp,,2,1169,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,739,
go,sst_images/Left_Arrow.bmp,,1,703,
go,sst_images/Left_Arrow.bmp,,1,871,
go,sst_images/Right_Arrow.bmp,,2,706,
go,sst_images/Right_Arrow.bmp,,2,1169,
go,sst_images/Left_Arrow.bmp,,1,792,
go,sst_images/Left_Arrow.bmp,,1,787,
go,sst_images/Right_Arrow.bmp,,2,739,
go,sst_images/Left_Arrow.bmp,,1,858,
go,sst_images/Left_Arrow.bmp,,1,818,
go,sst_images/Right_Arrow.bmp,,2,775,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,704,
go,sst_images/Right_Arrow.bmp,,2,756,
go,sst_images/Right_Arrow.bmp,,2,1041,
go,sst_images/Left_Arrow.bmp,,1,1155,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,973,
go,sst_images/Left_Arrow.bmp,,1,1002,
go,sst_images/Left_Arrow.bmp,,1,1142,
go,sst_images/Right_Arrow.bmp,,2,745,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,976,
go,sst_images/Right_Arrow.bmp,,2,1164,
go,sst_images/Left_Arrow.bmp,,1,1046,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,745,
go,sst_images/Left_Arrow.bmp,,1,1477,
go,sst_images/Left_Arrow.bmp,,1,702,
go,sst_images/Right_Arrow.bmp,,2,1051,
go,sst_images/Left_Arrow.bmp,,1,1303,
go,sst_images/Left_Arrow.bmp,,1,920,
go,sst_images/Right_Arrow.bmp,,2,1077,
go,sst_images/Right_Arrow.bmp,,2,766,
go,sst_images/Left_Arrow.bmp,,1,1016,
go,sst_images/Right_Arrow.bmp,,2,892,
go,sst_images/Left_Arrow.bmp,,1,973,
go,sst_images/Right_Arrow.bmp,,2,904,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,766,
go,sst_images/Right_Arrow.bmp,,2,728,
go,sst_images/Left_Arrow.bmp,,1,1078,
go,sst_images/Right_Arrow.bmp,,2,1715,
go,sst_images/Left_Arrow.bmp,,1,794,
go,sst_images/Right_Arrow.bmp,,2,1109,
go,sst_images/Left_Arrow.bmp,,1,826,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,718,
go,sst_images/Right_Arrow.bmp,,2,927,
go,sst_images/Right_Arrow.bmp,,2,1313,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1275,
go,sst_images/Left_Arrow.bmp,,1,834,
go,sst_images/Left_Arrow.bmp,,1,891,
go,sst_images/Right_Arrow.bmp,,2,778,
go,sst_images/Right_Arrow.bmp,,2,855,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,851,
go,sst_images/Right_Arrow.bmp,,2,765,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,761,
go,sst_images/Left_Arrow.bmp,,1,785,
