trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.732,,0,[],1.732,,1,1,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.709,,0,[],1.709,,1,1,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.832,,1,[],1.8319999999999999,,1,1,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.812,1,0,0.3768673479999052,1.812,,1,1,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.916,,0,[],1.916,,1,1,R
stop,sst_images/Left_Arrow.bmp,none,0.05,0.817,1,0,0.2630313740000929,1.9539686259999072,,1,1,R
