trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,date,expName,psychopyVersion,frameRate,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,1,0,1,0,0,16,16,16,2,1,0.3364145579998876,go,0.0,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,985,None,1,0,1,0,0,17,17,17,1,1,0.2684279449999849,go,0.0,0.985,1.9849999999999999,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,1,0,1,0,0,18,18,18,None,1,,stop,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,775,None,1,0,1,0,0,19,19,19,1,1,0.45223891700015884,go,0.0,0.775,1.775,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,1,0,1,0,0,20,20,20,2,1,0.3035898940001971,go,0.0,1.015,2.0149999999999997,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,760,None,1,0,1,0,0,21,21,21,1,1,0.28356394499996895,go,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,1,0,1,0,0,22,22,22,None,1,,stop,0.0,0.985,1.985,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,715,None,1,0,1,0,0,23,23,23,2,1,0.3519981609997558,go,0.0,0.715,1.7149999999999999,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,1,0,1,0,0,24,24,24,1,1,0.5042279499998585,go,0.0,0.745,1.745,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
,,,,,,1,0,1,0,,,,,,,,,,,,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
