trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,0,0,0,0,1,1,0.7170432620000611,go,0.05,0.955,1.955,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,0,0,0,0,1,1,1,None,0,,go,0.05,0.925,1.925,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,0,0,0,0,2,2,2,None,0,,go,0.05,0.925,1.925,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,0,0,0,0,3,3,3,None,0,,go,0.05,0.865,1.865,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,0,0,0,0,4,4,4,1,1,0.48540576699997473,go,0.05,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,0,0,0,0,5,5,5,2,0,0.26908474799984106,stop,0.0,0.79,1.870915252000159,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,0,0,0,0,6,6,6,2,1,0.7488041560000056,go,0.0,0.745,1.745,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,0,0,0,0,7,7,7,1,1,0.3173459670001648,go,0.0,0.82,1.8199999999999998,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,0,0,0,0,8,8,8,2,1,0.367888287000369,go,0.0,1.09,2.09,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,0,0,0,0,9,9,9,2,1,0.3999137589999009,go,0.0,0.7,1.7,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,0,0,0,0,10,10,10,1,1,0.3860253329999068,go,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,0,0,0,0,11,11,11,2,0,0.2684937510002783,stop,0.0,0.88,1.9115062489997217,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,0,0,0,0,12,12,12,2,1,0.4329253380001319,go,0.0,0.73,1.73,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,0,0,0,0,13,13,13,1,1,0.4158453820000432,go,0.0,0.91,1.9100000000000001,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,0,14,14,14,1,1,0.5153389240003889,go,0.0,0.955,1.955,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,0,0,0,0,15,15,15,1,1,0.401074477000293,go,0.0,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,0,0,0,0,16,16,16,2,1,0.4301498860004358,go,0.0,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,0,0,0,0,17,17,17,1,1,0.30079870200006553,go,0.0,0.985,1.9849999999999999,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,0,0,0,0,18,18,18,None,1,,stop,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,0,0,0,0,19,19,19,1,1,0.30268340199972954,go,0.0,0.775,1.775,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,0,0,0,0,20,20,20,2,1,0.41705383699991216,go,0.0,1.015,2.0149999999999997,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,0,0,0,0,21,21,21,1,1,0.2836325480002415,go,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,0,0,0,0,22,22,22,2,0,0.3174928670000554,stop,0.0,0.985,1.9675071329999445,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,0,0,0,0,23,23,23,2,1,0.3358840610003426,go,0.0,0.715,1.7149999999999999,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,0,0,0,0,24,24,24,1,1,0.31789864399979706,go,0.0,0.745,1.745,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
,,,,,,0,0,0,0,,,,,,,,,,,,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,955,None,1,0,1,0,0,0,0,0,None,0,,go,0.0,0.955,1.955,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,925,None,1,0,1,0,0,1,1,1,2,1,0.41906500699997196,go,0.0,0.925,1.925,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,925,None,1,0,1,0,0,2,2,2,2,1,0.42121647400017537,go,0.0,0.925,1.925,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,865,None,1,0,1,0,0,3,3,3,1,1,0.3028313260001596,go,0.0,0.865,1.865,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,1,0,1,0,0,4,4,4,1,1,0.45342928899981416,go,0.0,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,1,0,1,0,0,5,5,5,None,1,,stop,0.0,0.79,1.79,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,745,None,1,0,1,0,0,6,6,6,2,1,0.2531121700003496,go,0.0,0.745,1.745,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,820,None,1,0,1,0,0,7,7,7,1,1,0.283823276000021,go,0.0,0.82,1.8199999999999998,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,1,0,1,0,0,8,8,8,2,1,0.30159796699990693,go,0.0,1.09,2.09,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,700,None,1,0,1,0,0,9,9,9,1,0,0.25019558699978006,go,0.0,0.7,1.7,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,760,None,1,0,1,0,0,10,10,10,1,1,0.4169798709999668,go,0.0,0.76,1.76,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,1,0,1,0,0,11,11,11,None,1,,stop,0.0,0.88,1.8800000000000001,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Right_Arrow.BMP,None,2,730,None,1,0,1,0,0,12,12,12,2,1,0.2590817719997176,go,0.0,0.73,1.73,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,910,None,1,0,1,0,0,13,13,13,1,1,0.2650488330000371,go,0.0,0.91,1.9100000000000001,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,955,None,1,0,1,0,0,14,14,14,2,0,0.28423730000031355,go,0.0,0.955,1.955,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,1,0,1,0,0,15,15,15,1,1,0.46902957600013906,go,0.0,1.045,2.045,0001,Practice,R,2019_Aug_15_1306,stopSignal,3.0.7,59.988618479344844,
