trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,759,None,0,0,0,0,0,78,78,78,1,1,0.5432431780000115,go,0.10000000000000002,0.759,1.759,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,776,None,0,0,0,0,0,79,79,79,1,1,0.6724022419994071,go,0.10000000000000002,0.776,1.776,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,746,None,0,0,0,0,0,80,80,80,2,1,0.46436988299956283,go,0.10000000000000002,0.746,1.746,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,760,None,0,0,0,0,0,81,81,81,None,1,,stop,0.15000000000000002,0.76,1.76,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,929,None,0,0,0,0,0,82,82,82,2,1,0.46076615899983153,go,0.15000000000000002,0.929,1.929,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,705,None,0,0,0,0,0,83,83,83,2,1,0.504377855999337,go,0.15000000000000002,0.705,1.705,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1410,None,0,0,0,0,0,84,84,84,1,1,0.6704610630004026,go,0.15000000000000002,1.41,2.41,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1410,None,0,0,0,0,0,85,85,85,2,0,0.5038487789997816,go,0.15000000000000002,1.41,2.41,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,766,None,0,0,0,0,0,86,86,86,2,1,0.4616543760002969,go,0.15000000000000002,0.766,1.766,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,866,None,0,0,0,0,0,87,87,87,1,1,0.545566554999823,go,0.15000000000000002,0.866,1.866,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,820,None,0,0,0,0,0,88,88,88,2,1,0.46343042999978934,go,0.15000000000000002,0.82,1.8199999999999998,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,894,None,0,0,0,0,0,89,89,89,1,1,0.4220868200000041,go,0.15000000000000002,0.894,1.8940000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,764,None,0,0,0,0,0,90,90,90,2,0,0.4602747890003229,stop,0.10000000000000002,0.764,1.7537252109996773,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1189,None,0,0,0,0,0,91,91,91,2,1,0.6286168100004943,go,0.10000000000000002,1.189,2.189,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,852,None,0,0,0,0,0,92,92,92,1,1,0.5034226310008307,go,0.10000000000000002,0.852,1.8519999999999999,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1097,None,0,0,0,0,0,93,93,93,1,1,0.629628405999938,go,0.10000000000000002,1.097,2.097,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,710,None,0,0,0,0,0,94,94,94,None,1,,stop,0.15000000000000002,0.71,1.7100000000000002,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,765,None,0,0,0,0,0,95,95,95,1,1,0.5452818920002755,go,0.15000000000000002,0.765,1.7650000000000001,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,836,None,0,0,0,0,0,96,96,96,2,1,0.4594018389998382,go,0.15000000000000002,0.836,1.8359999999999999,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,858,None,0,0,0,0,0,97,97,97,1,1,0.5015613349996784,go,0.15000000000000002,0.858,1.858,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,846,None,0,0,0,0,0,98,98,98,2,1,0.459555726999497,go,0.15000000000000002,0.846,1.846,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,937,None,0,0,0,0,0,99,99,99,2,1,0.5901429499999722,go,0.15000000000000002,0.937,1.937,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,761,None,0,0,0,0,0,100,100,100,None,1,,stop,0.2,0.761,1.761,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,745,None,0,0,0,0,0,101,101,101,1,1,0.6295450480001819,go,0.2,0.745,1.745,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1538,None,0,0,0,0,0,102,102,102,2,1,0.6308107049999307,go,0.2,1.538,2.5380000000000003,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,716,None,0,0,0,0,0,103,103,103,2,1,0.5043803809994643,go,0.2,0.716,1.716,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1093,None,0,0,0,0,0,104,104,104,1,0,0.5466353540005002,stop,0.15000000000000002,1.093,2.0463646459994997,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,0,0,0,0,105,105,105,1,1,0.5464600160003101,go,0.15000000000000002,0.717,1.717,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Left_Arrow.bmp,None,1,1018,None,0,0,0,0,0,106,106,106,1,1,0.5887460980002288,go,0.15000000000000002,1.018,2.018,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,0,0,0,0,107,107,107,2,1,0.5460214610002367,go,0.15000000000000002,0.768,1.768,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,717,None,0,0,0,0,0,108,108,108,2,0,0.4448822399999699,stop,0.10000000000000002,0.717,1.7221177600000301,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
go,sst_images/Right_Arrow.bmp,None,2,1081,None,0,0,0,0,0,109,109,109,2,1,0.6711939630004053,go,0.10000000000000002,1.081,2.081,0001,Scanner,R,2019_Aug_15_1410,stopSignal,3.0.7,24.010897662860813,
