trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,713,None,0,0,0,0,1,1,0.7716185829995084,go,0.05,0.713,1.713,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,767,None,0,1,1,1,None,1,,stop,0.1,0.767,1.767,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Right_Arrow.bmp,None,2,928,None,0,2,2,2,2,1,0.5460748680052347,go,0.1,0.928,1.928,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Right_Arrow.bmp,None,2,735,None,0,3,3,3,2,1,0.5440200110024307,go,0.1,0.735,1.7349999999999999,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Left_Arrow.bmp,None,1,1380,None,0,4,4,4,1,1,0.5057409810033278,go,0.1,1.38,2.38,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Left_Arrow.bmp,None,1,769,None,0,5,5,5,1,1,0.5864678310026648,go,0.1,0.769,1.7690000000000001,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,884,None,0,6,6,6,None,1,,stop,0.15000000000000002,0.884,1.8840000000000001,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Right_Arrow.bmp,None,2,732,None,0,7,7,7,2,1,0.6289222549967235,go,0.15000000000000002,0.732,1.732,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
go,sst_images/Left_Arrow.bmp,None,1,847,None,0,8,8,8,1,1,0.5056120539957192,go,0.15000000000000002,0.847,1.847,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1278,None,0,9,9,9,None,1,,stop,0.2,1.278,2.2779999999999996,0006,Scanner,R,1,2019_Aug_20_1505,stopSignal,3.0.7,24.06272109953937,
