trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7687742130001425,go,0.05,0.955,1.955,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.42032069000561023,go,0.05,0.925,1.925,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.4372565300000133,go,0.05,0.925,1.925,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.286839743006567,go,0.05,0.865,1.865,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.4367278419958893,go,0.05,1.045,2.045,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.48648270100238733,go,0.1,0.745,1.745,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.420458417996997,go,0.1,0.82,1.8199999999999998,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.368785487000423,go,0.1,1.09,2.09,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.4699031769996509,go,0.1,0.7,1.7,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.4030182019996573,go,0.1,0.76,1.76,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,0006,Practice,R,1,2019_Aug_20_1420,stopSignal,3.0.7,59.95528379003748,
