run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,6.116701831000682,None,8.22270481200394,None,9.407050722998974,None,,,,,,,,,
