trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,0.396,2.799,None,1.604,space,1,0.25331460300367326,,,,,,,,
