Condition,FixationDur,textPrompt,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
SmallReward,2000,win $0.20,0,0,0,0,0,0,0,0,6.3475371669992455,None,None,None,10.997532999994291,None,13.04818607299967,None,space,7.697500006004702,13.04818607299967,None,20.78232301299431,None,2000,22.799498549997224,None,None,22.799498549997224,None,1.65,[],1,24.816012573995977,None,None,0,24.816012573995977,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,25.13351364999835,None,1,Practice,,2019_Aug_13_1106,MID,3.1.5,60.43090729722725,
