runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,303.8997641850001,None,None,None,308.42888551299984,None,,,,,,,,
