trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,msg,TrackEarnings,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,0.408,3.224,None,1.592,space,1,0.28621073701651767,You did not win or lose anything!,0,,,,,,,,
