trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
,,,,,,12.259111978004512,None,15.292500841002038,None,19.576640546998533,None,TimeVersion_practice1.csv,,,,,,,,
