Condition,FixationDur,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,probeResp.rt,AdjRTmsg,fixationResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
Triangle,3500,1,0,1,0,0,32,32,32,,,,,,,,539.7171680410029,None,3500,541.7501536060008,None,None,541.7501536060008,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896]",83,545.2567363389971,None,1,1,545.2567363389971,None,You did not win or lose anything!,5.6,3,65,0.5,55.42168674698795,0.26134312439155666,"[1, 1]",49.99999999999999,63,3,545.7344680570022,None,0.29471681299764896,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,3500,1,0,1,0,0,33,33,33,,,,,,,,547.2648577299988,None,3500,549.2508598220011,None,None,549.2508598220011,None,1.5,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097]",84,552.7768438950006,None,1,1,552.7768438950006,None,You won $5.00!,10.6,1,66,0.47,55.952380952380956,0.2623931565321982,[],83.33333333333333,66,3,553.2176910639973,None,0.3106946350017097,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,2000,1,0,1,0,0,34,34,34,,,,,,,,554.7348372889974,None,2000,556.7523088730013,None,None,556.7523088730013,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097]",85,558.7693241800007,None,None,0,558.7693241800007,None,You did not win $0.20!,10.6,2,67,0.47,55.294117647058826,0.2623931565321982,[0],83.33333333333333,66,3,559.1853983890032,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,1,0,1,0,0,35,35,35,,,,,,,,560.7191364550017,None,1500,562.7532936720017,None,None,562.7532936720017,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293]",86,564.2659382370039,None,1,1,564.2659382370039,None,You did not win or lose anything!,10.6,3,67,0.47,55.81395348837209,0.2638847791045009,[0],83.33333333333333,66,3,564.7024681449984,None,0.3339910400027293,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,2000,1,0,1,0,0,36,36,36,,,,,,,,566.2198845090024,None,2000,568.2535907089987,None,None,568.2535907089987,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293]",87,570.2538960640013,None,None,0,570.2538960640013,None,You lost $5.00!,5.6,4,68,0.47,55.172413793103445,0.2638847791045009,"[0, 0]",83.33333333333333,66,3,570.686613816004,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,1,0,1,0,0,37,37,37,,,,,,,,572.237053238001,None,1500,574.2547159890019,None,None,574.2547159890019,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772]",88,575.7714809949975,None,1,1,575.7714809949975,None,You won $5.00!,10.6,1,69,0.44999999999999996,55.68181818181818,0.2644348132043331,[],66.66666666666666,69,3,576.1878321160038,None,0.2908364499962772,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,1,0,1,0,0,38,38,38,,,,,,,,577.7220409680012,None,1500,579.7545817299979,None,None,579.7545817299979,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405]",89,581.2547004759981,None,1,1,581.2547004759981,None,You did not lose $5.00!,10.6,4,70,0.44999999999999996,56.17977528089888,0.26537552340028925,[1],66.66666666666666,69,3,581.6894015529979,None,0.3114703230021405,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,1,0,1,0,0,39,39,39,,,,,,,,583.2233313190009,None,1500,585.2552805950036,None,None,585.2552805950036,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345]",90,586.7670739169989,None,1,1,586.7670739169989,None,You did not win or lose anything!,10.6,3,70,0.44999999999999996,56.666666666666664,0.2671611820003497,[1],66.66666666666666,69,3,587.1719194480029,None,0.35644411200337345,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,2000,1,0,1,0,0,40,40,40,,,,,,,,588.739503220997,None,2000,590.7558152830024,None,None,590.7558152830024,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883]",91,592.7733859340005,None,1,1,592.7733859340005,None,You won $5.00!,15.6,1,71,0.44999999999999996,57.14285714285714,0.2674263299427716,"[1, 1]",66.66666666666666,69,3,593.1727697789975,None,0.2809488750062883,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,1,0,1,0,0,41,41,41,,,,,,,,594.7236677090041,None,1500,596.7568252659985,None,None,596.7568252659985,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672]",92,598.2576767790015,None,1,1,598.2576767790015,None,You did not lose $5.00!,15.6,4,72,0.42999999999999994,57.608695652173914,0.2682258205098168,[],66.66666666666666,72,3,598.674575072997,None,0.3097993299961672,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,1500,1,0,1,0,0,42,42,42,,,,,,,,600.2474010160004,None,1500,602.2580514549991,None,None,602.2580514549991,None,1.57,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574]",93,603.7831721749972,None,1,1,603.7831721749972,None,You won $0.20!,15.799999999999999,2,73,0.42999999999999994,58.06451612903226,0.2683111345929016,[1],66.66666666666666,72,3,604.1751437700004,None,0.27283278099639574,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,1,0,1,0,0,43,43,43,,,,,,,,605.7249770510025,None,1500,607.7585561989981,None,None,607.7585561989981,None,1.57,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574]",94,609.2593268560013,None,None,0,609.2593268560013,None,You lost $0.20!,15.6,5,74,0.42999999999999994,57.446808510638306,0.2683111345929016,"[1, 0]",66.66666666666666,72,3,609.6749015270034,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,2500,1,0,1,0,0,44,44,44,,,,,,,,611.2272758949985,None,2500,613.259730056001,None,None,613.259730056001,None,1.57,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313]",95,615.7721666680009,None,1,1,615.7721666680009,None,You did not lose $0.20!,15.6,5,75,0.3999999999999999,57.89473684210527,0.26742208474567053,[],83.33333333333333,75,3,616.1773045480004,None,0.21941339299519313,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,1,0,1,0,0,45,45,45,,,,,,,,617.7271144070037,None,1500,619.7600770479985,None,None,619.7600770479985,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313, 0.29473426900221966]",96,621.2737976450007,None,1,1,621.2737976450007,None,You did not lose $5.00!,15.6,4,76,0.3999999999999999,58.333333333333336,0.2679098023216803,[1],83.33333333333333,75,3,621.643285307,None,0.29473426900221966,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,1,0,1,0,0,46,46,46,,,,,,,,623.2440353150014,None,1500,625.2603110889977,None,None,625.2603110889977,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313, 0.29473426900221966]",97,626.7773258930029,None,None,0,626.7773258930029,None,You did not win $5.00!,15.6,1,77,0.3999999999999999,57.73195876288659,0.2679098023216803,"[1, 0]",83.33333333333333,75,3,627.1444494230018,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,1500,1,0,1,0,0,47,47,47,,,,,,,,628.7513856349979,None,1500,630.7611090130013,None,None,630.7611090130013,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313, 0.29473426900221966]",98,632.2908973049998,None,None,0,632.2908973049998,None,You did not win $0.20!,15.6,2,78,0.41999999999999993,57.14285714285714,0.2679098023216803,[],49.99999999999999,78,3,632.6447955359981,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,2000,1,0,1,0,0,48,48,48,,,,,,,,634.2282093710019,None,2000,636.262025830998,None,None,636.262025830998,None,1.58,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313, 0.29473426900221966, 0.2994973180029774]",99,638.2627978719975,None,1,1,638.2627978719975,None,You did not lose $0.20!,15.6,5,79,0.41999999999999993,57.57575757575758,0.2684639692634575,[1],49.99999999999999,78,3,638.6614066170005,None,0.2994973180029774,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,4000,1,0,1,0,0,49,49,49,,,,,,,,640.2311568820005,None,4000,642.2632685330027,None,None,642.2632685330027,None,1.58,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034, 0.23540899199724663, 0.30310029599786503, 0.25737640500301495, 0.34433510700182524, 0.27984052499959944, 0.2526490759992157, 0.30607192799652694, 0.3482226210035151, 0.2557618279970484, 0.301332087998162, 0.316861268998764, 0.3528837800040492, 0.26867042400408536, 0.250936295997235, 0.3264740540034836, 0.30952099400019506, 0.29471681299764896, 0.3106946350017097, 0.3339910400027293, 0.2908364499962772, 0.3114703230021405, 0.35644411200337345, 0.2809488750062883, 0.3097993299961672, 0.27283278099639574, 0.21941339299519313, 0.29473426900221966, 0.2994973180029774]",100,646.2768769730028,None,None,0,646.2768769730028,None,You lost $5.00!,10.6,4,80,0.41999999999999993,56.99999999999999,0.2684639692634575,"[1, 0]",49.99999999999999,78,3,646.6474401360028,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.2305972859976,None,653.2320033549986,None,,,,,,,,
