Condition,FixationDur,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,probeResp.rt,AdjRTmsg,fixationResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
SmallReward,1500,0,0,0,0,0,30,30,30,,,,,,,,209.1565371309989,None,1500,211.1738470880009,None,None,211.1738470880009,None,1.59,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474]",31,212.6907275679987,None,1,1,212.6907275679987,None,You won $0.20!,0.6000000000000001,2,25,0.41,54.83870967741935,0.23645350923641886,[1],66.66666666666666,24,3,213.0402748560009,None,0.24181299500196474,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,2000,0,0,0,0,0,31,31,31,,,,,,,,214.62576692899893,None,2000,216.65723391400388,None,None,216.65723391400388,None,1.59,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474]",32,218.6708017100027,None,None,0,218.6708017100027,None,You did not win or lose anything!,0.6000000000000001,3,25,0.41,53.125,0.23645350923641886,[1],66.66666666666666,24,3,219.04101091399934,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,0,0,0,0,0,32,32,32,,,,,,,,220.60777648100338,None,1500,222.64205165800377,None,None,222.64205165800377,None,1.59,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374]",33,224.14239588400233,None,1,1,224.14239588400233,None,You did not lose $5.00!,0.6000000000000001,4,26,0.41,54.54545454545454,0.24010484761230247,"[1, 1]",66.66666666666666,24,3,224.5072823590017,None,0.30217760000232374,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,3500,0,0,0,0,0,33,33,33,,,,,,,,226.09343715300201,None,3500,228.12568479400215,None,None,228.12568479400215,None,1.59,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374]",34,231.63928521100024,None,None,0,231.63928521100024,None,You did not win or lose anything!,0.6000000000000001,3,26,0.41,52.94117647058824,0.24010484761230247,"[1, 1]",66.66666666666666,24,3,232.01065123599983,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,0,0,0,0,0,34,34,34,,,,,,,,233.5788551259975,None,1500,235.6102147700003,None,None,235.6102147700003,None,1.59,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203]",35,237.11066014500102,None,1,1,237.11066014500102,None,You did not lose $5.00!,0.6000000000000001,4,27,0.36,54.285714285714285,0.23998890636951392,[],100.0,27,3,237.4767521219983,None,0.2379019639993203,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,0,0,0,0,0,35,35,35,,,,,,,,239.06004242700146,None,1500,241.0941208380027,None,None,241.0941208380027,None,1.6400000000000001,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506]",36,242.5935580410005,None,1,1,242.5935580410005,None,You did not win or lose anything!,0.6000000000000001,3,27,0.36,55.55555555555556,0.24173511970111577,[],100.0,27,3,242.92756894200284,None,0.2749131730015506,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,0,0,0,0,0,36,36,36,,,,,,,,244.54609142299887,None,1500,246.57857853300084,None,None,246.57857853300084,None,1.6400000000000001,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555]",37,248.09146361400053,None,1,1,248.09146361400053,None,You did not lose $0.20!,0.6000000000000001,5,28,0.36,56.75675675675676,0.24094290757264908,[1],100.0,27,3,248.41260951000004,None,0.22509866500331555,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,0,0,0,0,0,37,37,37,,,,,,,,250.05347913999867,None,1500,252.06219799999963,None,None,252.06219799999963,None,1.6400000000000001,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893]",38,253.59161376499833,None,1,1,253.59161376499833,None,You won $5.00!,5.6,1,29,0.36,57.89473684210527,0.24003518854640954,"[1, 1]",100.0,27,3,253.8960686950013,None,0.22097308899537893,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,1500,0,0,0,0,0,38,38,38,,,,,,,,255.53090343299846,None,1500,257.56262199800403,None,None,257.56262199800403,None,1.6400000000000001,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893]",39,259.0770481110012,None,None,0,259.0770481110012,None,You did not win or lose anything!,5.6,3,29,0.36,56.41025641025641,0.24003518854640954,"[1, 1]",100.0,27,3,259.3961294740002,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,2000,0,0,0,0,0,39,39,39,,,,,,,,261.03709069499746,None,2000,263.04612952200114,None,None,263.04612952200114,None,1.6400000000000001,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",40,265.07633327000076,None,1,1,265.07633327000076,None,You won $5.00!,10.6,1,30,0.31,57.49999999999999,0.23830318930508246,[],100.0,30,3,265.3639045259988,None,0.2001992059958866,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,2500,0,0,0,0,0,40,40,40,,,,,,,,266.9985615370024,None,2500,269.0311517329974,None,None,269.0311517329974,None,1.69,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",41,271.5445915809978,None,None,0,271.5445915809978,None,You lost $5.00!,5.6,4,31,0.31,56.09756097560976,0.23830318930508246,[0],100.0,30,3,271.81586450800387,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,3000,0,0,0,0,0,41,41,41,,,,,,,,273.50475020700105,None,3000,275.51509915899805,None,None,275.51509915899805,None,1.69,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",42,278.5428010059986,None,None,0,278.5428010059986,None,You did not win $5.00!,5.6,1,32,0.31,54.761904761904766,0.23830318930508246,"[0, 0]",100.0,30,3,278.79982661899703,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,1500,0,0,0,0,0,42,42,42,,,,,,,,280.4674049210007,None,1500,282.4993981259977,None,None,282.4993981259977,None,1.69,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",43,284.0129333119985,None,None,0,284.0129333119985,None,You lost $5.00!,0.5999999999999996,4,33,0.33,53.48837209302325,0.23830318930508246,[],50.0,33,3,284.2821859370015,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,0,0,0,0,0,43,43,43,,,,,,,,285.9666932179971,None,1500,287.98367026800406,None,None,287.98367026800406,None,1.67,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",44,289.5000649540016,None,None,0,289.5000649540016,None,You did not win $5.00!,0.5999999999999996,1,34,0.33,52.27272727272727,0.23830318930508246,[0],50.0,33,3,289.79996868500166,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,3000,0,0,0,0,0,44,44,44,,,,,,,,291.4740744340015,None,3000,293.4837761250019,None,1,293.4837761250019,None,1.67,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",45,296.5138819929998,None,None,0,296.5138819929998,None,You did not win $0.20!,0.5999999999999996,2,35,0.33,51.11111111111111,0.23830318930508246,"[0, 0]",50.0,33,3,296.8021960030019,None,,,2.712877806996403,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,0,0,0,0,0,45,45,45,,,,,,,,298.4532344320032,None,1500,300.4852451420011,None,None,300.4852451420011,None,1.67,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",46,301.9856508189987,None,None,0,301.9856508189987,None,You lost $0.20!,0.39999999999999963,5,36,0.4,50.0,0.23830318930508246,[],0.0,36,3,302.3020383289986,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,0,0,0,0,0,46,46,46,,,,,,,,303.9691953590009,None,1500,305.98619509900163,None,None,305.98619509900163,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866]",47,307.5128845299987,None,None,0,307.5128845299987,None,You did not win $5.00!,0.39999999999999963,1,37,0.4,48.93617021276596,0.23830318930508246,[0],0.0,36,3,307.86951737500203,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,2500,0,0,0,0,0,47,47,47,,,,,,,,309.45239598400076,None,2500,311.4867057390002,None,None,311.4867057390002,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384]",48,313.9933526419991,None,1,1,313.9933526419991,None,You did not lose $0.20!,0.39999999999999963,5,38,0.4,50.0,0.24084448350064727,"[0, 1]",0.0,36,3,314.3709453370029,None,0.2992942499986384,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,1500,0,0,0,0,0,48,48,48,,,,,,,,315.9764118489984,None,1500,317.9874413229991,None,None,317.9874413229991,None,1.6,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384]",49,319.51410569900327,None,None,0,319.51410569900327,None,You did not win $0.20!,0.39999999999999963,2,39,0.45,48.97959183673469,0.24084448350064727,[],16.666666666666664,39,3,319.8718964380023,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,0,0,0,0,0,49,49,49,,,,,,,,321.45602535599755,None,1500,323.4876821880025,None,None,323.4876821880025,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806]",50,325.0014928689998,None,1,1,325.0014928689998,None,You did not lose $0.20!,0.39999999999999963,5,40,0.45,50.0,0.24124861048068852,[1],16.666666666666664,39,3,325.42129554200073,None,0.25094765800167806,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,1,0,1,0,0,0,0,0,326.98882415099797,None,330.37251681899943,None,331.30712456999754,None,TimeVersion12.csv,333.322959678997,None,1500,335.3395465909998,None,None,335.3395465909998,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806]",51,336.84617690800223,None,None,0,336.84617690800223,None,You lost $0.20!,0.19999999999999962,5,41,0.45,49.01960784313725,0.24124861048068852,"[1, 0]",16.666666666666664,39,3,337.2734689249992,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,3500,1,0,1,0,0,1,1,1,,,,,,,,338.80684105800174,None,3500,340.84064571899944,None,None,340.84064571899944,None,1.55,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706]",52,344.3504682240018,None,1,1,344.3504682240018,None,You did not lose $5.00!,0.19999999999999962,4,42,0.47000000000000003,50.0,0.23989147834688013,[],49.99999999999999,42,3,344.7571509059999,None,0.2059631750016706,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
Triangle,2500,1,0,1,0,0,2,2,2,,,,,,,,346.3076850319994,None,2500,348.34170867899957,None,None,348.34170867899957,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472]",53,350.84233122200385,None,1,1,350.84233122200385,None,You did not win or lose anything!,0.19999999999999962,3,42,0.47000000000000003,50.943396226415096,0.2396779817041803,[],49.99999999999999,42,3,351.2916748610005,None,0.23412706899398472,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgPun,3000,1,0,1,0,0,3,3,3,,,,,,,,352.8084286930025,None,3000,354.8415683459971,None,None,354.8415683459971,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472]",54,357.85578423600236,None,None,0,357.85578423600236,None,You lost $5.00!,-4.800000000000001,4,43,0.47000000000000003,50.0,0.2396779817041803,[0],49.99999999999999,42,3,358.29357284100115,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,4000,1,0,1,0,0,4,4,4,,,,,,,,359.83275618399784,None,4000,361.8430321039996,None,None,361.8430321039996,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662]",55,365.8728141149986,None,1,1,365.8728141149986,None,You won $0.20!,-4.6000000000000005,2,44,0.47000000000000003,50.90909090909091,0.24096633553615124,"[0, 1]",49.99999999999999,42,3,366.2936353469995,None,0.2757518889993662,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
LgReward,1500,1,0,1,0,0,5,5,5,,,,,,,,367.8267873560035,None,1500,369.84463304399833,None,None,369.84463304399833,None,1.53,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662]",56,371.37779490499815,None,None,0,371.37779490499815,None,You did not win $5.00!,-4.6000000000000005,1,45,0.49000000000000005,50.0,0.24096633553615124,[],49.99999999999999,45,3,371.7944652139995,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,4000,1,0,1,0,0,6,6,6,,,,,,,,373.3124280580014,None,4000,375.3443926570035,None,None,375.3443926570035,None,1.51,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034]",57,379.3586774180003,None,1,1,379.3586774180003,None,You did not lose $0.20!,-4.6000000000000005,5,46,0.49000000000000005,50.877192982456144,0.2419869388280043,[1],49.99999999999999,45,3,379.81263742900046,None,0.27056383099989034,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallReward,2000,1,0,1,0,0,7,7,7,,,,,,,,381.31843128000037,None,2000,383.32982615999936,None,None,383.32982615999936,None,1.51,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034]",58,385.354117253999,None,None,0,385.354117253999,None,You did not win $0.20!,-4.6000000000000005,2,47,0.49000000000000005,50.0,0.2419869388280043,"[1, 0]",49.99999999999999,45,3,385.7800320730021,None,,,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
SmallPun,1500,1,0,1,0,0,8,8,8,,,,,,,,387.2813893470011,None,1500,389.31363416800014,None,None,389.31363416800014,None,1.51,"[0.2542431369947735, 0.2521261920046527, 0.2278964819997782, 0.028245911998965312, 0.24655221500142943, 0.2810867330044857, 0.24129695699957665, 0.24258045100577874, 0.13636809099989478, 0.2802276790025644, 0.24199843099631835, 0.2582734710013028, 0.23398807900230167, 0.23995493500115117, 0.3234939550020499, 0.28956394200213253, 0.24181299500196474, 0.30217760000232374, 0.2379019639993203, 0.2749131730015506, 0.22509866500331555, 0.22097308899537893, 0.2001992059958866, 0.2992942499986384, 0.25094765800167806, 0.2059631750016706, 0.23412706899398472, 0.2757518889993662, 0.27056383099989034]",59,390.8268514369993,None,None,0,390.8268514369993,None,You lost $0.20!,-4.800000000000001,5,48,0.5,49.152542372881356,0.2419869388280043,[],33.33333333333333,48,3,391.2640337089979,None,,Adjusting RT...,,,,,,1,Scanner,0.35,2019_Aug_14_1139,MID,3.1.5,59.9010861757641,
