TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,1,0.2673046100026113,,0004,practice
1,0,[],,0004,practice
5,0,[],,0004,practice
4,1,0.28470710999681614,,0004,practice
3,1,0.2864440220000688,,0004,practice
