run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,5.997202245001972,None,6.634535984005197,None,6.93439773600403,None,,,,,,,,,
