preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
55.659447553000064,None,58.67681322000135,None,62.4692604410011,None,,,,,,,,
