Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,19.159571944001073,None,22.194522480996966,None,23.1276952670014,None,TimeVersion8.csv,25.127756420995865,None,2000,27.14531870099745,None,None,27.14531870099745,None,1.5,[],1,29.14591400000063,None,None,0,29.14591400000063,None,You did not win or lose anything!,0,3,0,0.49999999999999994,0.0,nan,[],0,0,3,29.627732109001954,None,0005,Scanner,1,2019_Aug_20_1225,MID,3.1.5,59.848873333985566,
