TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,1,0.24354890499671455,,0004,practice
1,0,[],,0004,practice
5,0,[],,0004,practice
4,0,[],,0004,practice
3,1,0.23808667399862316,,0004,practice
