trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
,,,,,1.5,11.676359062999836,None,14.710108585000853,None,16.310347587997967,None,TimeVersion10.csv,18.314152446000662,None,1.5,20.3270417370004,None,None,20.3270417370004,None,,,,,,,,
