trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,0.479,2.178,None,1.521,space,1,0.2738833409966901,,,,,,,,
