preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
13.932449053005257,None,16.991733617003774,None,18.266477504002978,None,,,,,,,,
