Condition,FixationDur,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,AdjRTmsg,fixationResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,0,0,0,0,30,30,30,,,,,,,203.44161815999541,None,1500,205.47349080399727,None,None,205.47349080399727,None,1.57,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009]",31,206.9868484319959,None,1,1,0.2910703919988009,206.9868484319959,None,You did not lose $0.20!,0.8000000000000007,5,25,0.42999999999999994,64.51612903225806,0.2717239077504928,[1],66.66666666666666,24,3,207.3905108389954,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallReward,1500,0,0,0,0,0,31,31,31,,,,,,,208.95714954999858,None,1500,210.97431346699886,None,None,210.97431346699886,None,1.57,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485]",32,212.4913804359967,None,1,1,0.28127865200076485,212.4913804359967,None,You won $0.20!,1.0000000000000007,2,26,0.42999999999999994,65.625,0.2721788955719343,"[1, 1]",66.66666666666666,24,3,212.89118854899425,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
Triangle,2000,0,0,0,0,0,32,32,32,,,,,,,214.44399794399942,None,2000,216.47510277499532,None,None,216.47510277499532,None,1.57,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365]",33,218.4883920919965,None,1,1,0.2612591269935365,218.4883920919965,None,You did not win or lose anything!,1.0000000000000007,3,26,0.42999999999999994,66.66666666666666,0.27168254245473444,"[1, 1]",66.66666666666666,24,3,218.89203841799463,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgPun,1500,0,0,0,0,0,33,33,33,,,,,,,220.44200114999694,None,1500,222.47495027900004,None,None,222.47495027900004,None,1.57,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839]",34,223.97547893099545,None,1,1,0.3358231290039839,223.97547893099545,None,You did not lose $5.00!,1.0000000000000007,4,27,0.37999999999999995,67.64705882352942,0.2744712636090496,[],100.0,27,3,224.39282201400056,None,Adjusting RT...,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
Triangle,1500,0,0,0,0,0,34,34,34,,,,,,,225.94509329200082,None,1500,227.97660610999446,None,None,227.97660610999446,None,1.62,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839]",35,229.48975741100003,None,None,0,,229.48975741100003,None,You did not win or lose anything!,1.0000000000000007,3,27,0.37999999999999995,65.71428571428571,0.2744712636090496,[],100.0,27,3,229.84337804999814,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgReward,3000,0,0,0,0,0,35,35,35,,,,,,,231.44357643799594,None,3000,233.47741304299416,None,None,233.47741304299416,None,1.62,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406]",36,236.50075951499457,None,1,1,0.24740277400269406,236.50075951499457,None,You won $5.00!,6.000000000000001,1,28,0.37999999999999995,66.66666666666666,0.27334340987545147,[1],100.0,27,3,236.8443390609973,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgPun,3000,0,0,0,0,0,36,36,36,,,,,,,238.4443083839942,None,3000,240.4780078879994,None,None,240.4780078879994,None,1.62,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124]",37,243.4917141650003,None,1,1,0.26113298099517124,243.4917141650003,None,You did not lose $5.00!,6.000000000000001,4,29,0.37999999999999995,67.56756756756756,0.2728549927202403,"[1, 1]",100.0,27,3,243.8456231589953,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallReward,4000,0,0,0,0,0,37,37,37,,,,,,,245.46197575100086,None,4000,247.4791408289966,None,None,247.4791408289966,None,1.62,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582]",38,251.5070310279989,None,1,1,0.2727639160002582,251.5070310279989,None,You won $0.20!,6.200000000000001,2,30,0.32999999999999996,68.42105263157895,0.2728514897694717,[],100.0,30,3,251.84606309900119,None,Adjusting RT...,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
Triangle,1500,0,0,0,0,0,38,38,38,,,,,,,253.44624477799516,None,1500,255.47994421199837,None,None,255.47994421199837,None,1.67,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582]",39,256.9797853380005,None,None,0,,256.9797853380005,None,You did not win or lose anything!,6.200000000000001,3,30,0.32999999999999996,66.66666666666666,0.2728514897694717,[],100.0,30,3,257.29655538099905,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallReward,2000,0,0,0,0,0,39,39,39,,,,,,,258.971006365995,None,2000,260.9807281819958,None,None,260.9807281819958,None,1.67,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582]",40,263.00807588499447,None,None,0,,263.00807588499447,None,You did not win $0.20!,6.200000000000001,2,31,0.32999999999999996,65.0,0.2728514897694717,[0],100.0,30,3,263.2977287589965,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallPun,1500,0,0,0,0,0,40,40,40,,,,,,,264.947857141,None,1500,266.9811757879943,None,None,266.9811757879943,None,1.67,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582]",41,268.4820967589985,None,None,0,,268.4820967589985,None,You lost $0.20!,6.000000000000001,5,32,0.32999999999999996,63.41463414634146,0.2728514897694717,"[0, 0]",100.0,30,3,268.7985739319993,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
Triangle,3500,0,0,0,0,0,41,41,41,,,,,,,270.45140432199696,None,3500,272.48224809299427,None,None,272.48224809299427,None,1.67,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057]",42,275.9958390399988,None,1,1,0.2459809360007057,275.9958390399988,None,You did not win or lose anything!,6.000000000000001,3,32,0.32999999999999996,64.28571428571429,0.2718562840743322,"[0, 0]",100.0,30,3,276.2982954369945,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallPun,2500,0,0,0,0,0,42,42,42,,,,,,,277.94949105900014,None,2500,279.9828918689964,None,None,279.9828918689964,None,1.67,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106]",43,282.4969407089957,None,1,1,0.250811263002106,282.4969407089957,None,You did not lose $0.20!,6.000000000000001,5,33,0.30999999999999994,65.11627906976744,0.2711046761788956,[],66.66666666666666,33,3,282.80038925400004,None,Adjusting RT...,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgReward,2000,0,0,0,0,0,43,43,43,,,,,,,284.4669989739996,None,2000,286.483630400995,None,None,286.483630400995,None,1.69,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106]",44,288.5007303289967,None,None,0,,288.5007303289967,None,You did not win $5.00!,6.000000000000001,1,34,0.30999999999999994,63.63636363636363,0.2711046761788956,[0],66.66666666666666,33,3,288.76818848399853,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgPun,2000,0,0,0,0,0,44,44,44,,,,,,,290.43457446999673,None,2000,292.4682762089942,None,None,292.4682762089942,None,1.69,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106]",45,294.468353653996,None,None,0,,294.468353653996,None,You lost $5.00!,1.0000000000000009,4,35,0.30999999999999994,62.22222222222222,0.2711046761788956,"[0, 0]",66.66666666666666,33,3,294.751898728995,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallReward,1500,0,0,0,0,0,45,45,45,,,,,,,296.43506540999806,None,1500,298.45275112299714,None,None,298.45275112299714,None,1.69,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106]",46,299.96926433000044,None,None,0,,299.96926433000044,None,You did not win $0.20!,1.0000000000000009,2,36,0.35999999999999993,60.86956521739131,0.2711046761788956,[],16.666666666666664,36,3,300.2359656949993,None,Adjusting RT...,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
SmallPun,3000,0,0,0,0,0,46,46,46,,,,,,,301.90342929799954,None,3000,303.93597455699637,None,None,303.93597455699637,None,1.6400000000000001,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106, 0.2463859909985331]",47,306.94994297499943,None,1,1,0.2463859909985331,306.94994297499943,None,You did not lose $0.20!,1.0000000000000009,5,37,0.35999999999999993,61.702127659574465,0.27025230772440034,[1],16.666666666666664,36,3,307.2699714240007,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgPun,1500,0,0,0,0,0,47,47,47,,,,,,,308.88673115399433,None,1500,310.9207172799943,None,None,310.9207172799943,None,1.6400000000000001,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106, 0.2463859909985331]",48,312.4207340099965,None,None,0,,312.4207340099965,None,You lost $5.00!,-3.999999999999999,4,38,0.35999999999999993,60.416666666666664,0.27025230772440034,"[1, 0]",16.666666666666664,36,3,312.75425670099503,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgReward,2000,0,0,0,0,0,48,48,48,,,,,,,314.40321664699877,None,2000,316.4050146169975,None,None,316.4050146169975,None,1.6400000000000001,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106, 0.2463859909985331, 0.2493095199970412]",49,318.4289703749964,None,1,1,0.2493095199970412,318.4289703749964,None,You won $5.00!,1.0000000000000009,1,39,0.3999999999999999,61.224489795918366,0.269554214800155,[],33.33333333333333,39,3,318.73841240299953,None,Adjusting RT...,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
LgReward,1500,0,0,0,0,0,49,49,49,,,,,,,320.372414958998,None,1500,322.3892133059999,None,None,322.3892133059999,None,1.6,"[0.27773098099714844, 0.38358042699837824, 0.26019814999744995, 0.25041592799971113, 0.2553734120010631, 0.2550152839976363, 0.2465918150046491, 0.2763600440011942, 0.2289352349980618, 0.24017292800272116, 0.3309272190017509, 0.26651511400268646, 0.2527252040017629, 0.23252140099793905, 0.26037774599535624, 0.2647544330029632, 0.24474878200271633, 0.2411801620037295, 0.3752834980041371, 0.2910703919988009, 0.28127865200076485, 0.2612591269935365, 0.3358231290039839, 0.24740277400269406, 0.26113298099517124, 0.2727639160002582, 0.2459809360007057, 0.250811263002106, 0.2463859909985331, 0.2493095199970412]",50,323.9059946790003,None,None,0,,323.9059946790003,None,You did not win $5.00!,1.0000000000000009,1,40,0.3999999999999999,60.0,0.269554214800155,[0],33.33333333333333,39,3,324.27256512999884,None,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,.5,1,2019_Aug_07_1221,MID,3.1.5,59.85288997679131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.8568212280006,None,330.85754050899413,None,,,,,,,,,
