runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,trial_order,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,11.120141491999675,None,24.27153235899823,None,27.92176197599838,None,,,,,,,,
