cue,probe,feedbackText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,jitterTarget,key_resp_3.keys,key_resp_3.rt,feedbackDur,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,3.916,-0.114,space,1.0795445289695635,,,,,001,2019_Apr_09_1528,MID,3.0.7,60.09082836342722,
images/WinBig.BMP,images/LoseProbe.BMP,You lost $0.20,0,0,0,3,2.42,0.144,,,1.856,space,5.152136899996549,,001,2019_Apr_09_1528,MID,3.0.7,60.09082836342722,
images/Neutral.BMP,images/NeutralProbe.BMP,You lost $5.00,0,1,1,2,2.087,0.052,,,1.948,space,5.118246322963387,,001,2019_Apr_09_1528,MID,3.0.7,60.09082836342722,
