Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,AdjRTmsg,probeResp.rt,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,1500,0,33,33,33,,,,,,,,260.2895674870015,None,1500,262.30506200499804,None,None,262.30506200499804,None,1.54,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988]",34,263.80964569400385,None,None,0,263.80964569400385,None,You did not win or lose anything!,0.2,3,26,0.45999999999999996,50.0,0.31508927823511734,"[1, 1]",49.99999999999999,24,3,264.2480304310011,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallReward,1500,0,34,34,34,,,,,,,,265.79008375700505,None,1500,267.805544543,None,None,267.805544543,None,1.54,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988]",35,269.31145780000224,None,None,0,269.31145780000224,None,You did not win $0.20!,0.2,2,27,0.48,48.57142857142857,0.31508927823511734,[],49.99999999999999,27,3,269.748133648005,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,4000,0,35,35,35,,,,,,,,271.2902880030015,None,4000,273.30665450900415,None,None,273.30665450900415,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843]",36,277.30770910499996,None,1,1,277.30770910499996,None,You did not lose $0.20!,0.2,5,28,0.48,50.0,0.31538850088893217,[1],49.99999999999999,27,3,277.75277317900327,None,,0.3204752860037843,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
Triangle,1500,0,36,36,36,,,,,,,,279.24920189000113,None,1500,281.25990103500226,None,None,281.25990103500226,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843]",37,282.7669043240021,None,None,0,282.7669043240021,None,You did not win or lose anything!,0.2,3,28,0.48,48.64864864864865,0.31538850088893217,[1],49.99999999999999,27,3,283.2071074580017,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,2000,0,37,37,37,,,,,,,,284.7076019610031,None,2000,286.72495236800023,None,None,286.72495236800023,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843]",38,288.7257221750042,None,None,0,288.7257221750042,None,You lost $0.20!,0.0,5,29,0.48,47.368421052631575,0.31538850088893217,"[1, 0]",49.99999999999999,27,3,289.169623804999,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
LgReward,2500,0,38,38,38,,,,,,,,290.66600747399934,None,2500,292.6754557989989,None,None,292.6754557989989,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683]",39,295.19882218600105,None,1,1,295.19882218600105,None,You won $5.00!,5.0,1,30,0.45999999999999996,48.717948717948715,0.31528217610550774,[],66.66666666666666,30,3,295.6264356419997,None,Adjusting RT...,0.3133683300038683,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
LgReward,1500,0,39,39,39,,,,,,,,297.1263492520011,None,1500,299.1435596930023,None,None,299.1435596930023,None,1.54,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683]",40,300.6599646360046,None,None,0,300.6599646360046,None,You did not win $5.00!,5.0,1,31,0.45999999999999996,47.5,0.31528217610550774,[0],66.66666666666666,30,3,301.0829284479987,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
LgPun,1500,0,40,40,40,,,,,,,,302.625159878,None,1500,304.644266381998,None,None,304.644266381998,None,1.54,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624]",41,306.1444498580022,None,1,1,306.1444498580022,None,You did not lose $5.00!,5.0,4,32,0.45999999999999996,48.78048780487805,0.3167554367504636,"[0, 1]",66.66666666666666,30,3,306.5832222140016,None,,0.344747389004624,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,2000,0,41,41,41,,,,,,,,308.12514948900207,None,2000,310.1451348080009,None,None,310.1451348080009,None,1.54,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",42,312.14542770499975,None,1,1,312.14542770499975,None,You did not lose $0.20!,5.0,5,33,0.43999999999999995,50.0,0.3174223966194577,[],66.66666666666666,33,3,312.58414900799835,None,Adjusting RT...,0.33076159399934113,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
LgReward,1500,0,42,42,42,,,,,,,,314.1257128340003,None,1500,316.1457735590011,None,None,316.1457735590011,None,1.56,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",43,317.66228425100417,None,None,0,317.66228425100417,None,You did not win $5.00!,5.0,1,34,0.43999999999999995,48.837209302325576,0.3174223966194577,[0],66.66666666666666,33,3,318.04218534100073,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,1500,0,43,43,43,,,,,,,,319.584426788002,None,1500,321.59607030600455,None,None,321.59607030600455,None,1.56,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",44,323.1027039250039,None,None,0,323.1027039250039,None,You lost $0.20!,4.8,5,35,0.43999999999999995,47.72727272727273,0.3174223966194577,"[0, 0]",66.66666666666666,33,3,323.50074135699833,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallReward,1500,0,44,44,44,,,,,,,,325.04292318600346,None,1500,327.06306241400307,None,None,327.06306241400307,None,1.56,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",45,328.57177081899863,None,None,0,328.57177081899863,None,You did not win $0.20!,4.8,2,36,0.4799999999999999,46.666666666666664,0.3174223966194577,[],33.33333333333333,36,3,328.96084396500373,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
LgReward,4000,0,45,45,45,,,,,,,,330.50159654000163,None,4000,332.5146672300034,None,None,332.5146672300034,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",46,336.53136442400137,None,None,0,336.53136442400137,None,You did not win $5.00!,4.8,1,37,0.4799999999999999,45.65217391304348,0.3174223966194577,[0],33.33333333333333,36,3,336.96371244900365,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
Triangle,3000,0,46,46,46,,,,,,,,338.45905281800515,None,3000,340.4822948190049,None,None,340.4822948190049,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113]",47,343.48262477900425,None,None,0,343.48262477900425,None,You did not win or lose anything!,4.8,3,37,0.4799999999999999,44.680851063829785,0.3174223966194577,[0],33.33333333333333,36,3,343.91852826299873,None,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,3000,0,47,47,47,,,,,,,,345.4185244469991,None,3000,347.4333829850002,None,None,347.4333829850002,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113, 0.3246165349992225]",48,350.4375351800045,None,1,1,350.4375351800045,None,You did not lose $0.20!,4.8,5,38,0.4799999999999999,45.83333333333333,0.31774940290944703,"[0, 1]",33.33333333333333,36,3,350.8771627790047,None,,0.3246165349992225,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallPun,2500,0,48,48,48,,,,,,,,352.37725448800484,None,2500,354.39991225300037,None,None,354.39991225300037,None,1.52,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113, 0.3246165349992225]",49,356.9009248980001,None,None,0,356.9009248980001,None,You lost $0.20!,4.6,5,39,0.5,44.89795918367347,0.31774940290944703,[],16.666666666666664,39,3,357.3356746720019,None,Adjusting RT...,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
SmallReward,2000,0,49,49,49,,,,,,,,358.8359524309999,None,2000,360.85212861499895,None,None,360.85212861499895,None,1.5,"[0.2715647280056146, 0.37146648099587765, 0.3061468789965147, 0.35233363199949963, 0.2666429620003328, 0.33248993800225435, 0.27730592800071463, 0.3525808339982177, 0.284189673999208, 0.3531536509981379, 0.2991101749939844, 0.3342433469952084, 0.30234835400187876, 0.30213818100310164, 0.34324656300304923, 0.3020501639985014, 0.3055062390048988, 0.3204752860037843, 0.3133683300038683, 0.344747389004624, 0.33076159399934113, 0.3246165349992225, 0.30240259200218134]",50,362.87178302399843,None,1,1,362.87178302399843,None,You won $0.20!,4.8,2,40,0.5,46.0,0.31708215026130504,[1],16.666666666666664,39,3,363.3381730399997,None,,0.30240259200218134,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0006,Scanner,1,2019_Aug_20_1456,MID,3.1.5,24.005745688472174,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.8381864960029,None,369.83848822700384,None,,,,,,,,
