preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
14.63431046900223,None,17.66755289700086,None,816.194186339002,None,,,,,,,,
