trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,1.581,None,0.439,1.5,[0.27322579495375976],space,1,0.27322579495375976,,,,,,,,
