TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,1,0.26334998899983475,,0005,practice
1,0,[],,0005,practice
5,1,0.27567182799975853,,0005,practice
4,0,[],,0005,practice
3,0,[],,0005,practice
