Condition,FixationDur,textPrompt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,AdjRTmsg,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,win $0.20,0,0,0,0,11.929184118998819,None,14.95586905899836,None,19.572626065993973,None,TimeVersion_practice.csv,21.589894374999858,None,2000,23.590714654994372,None,None,23.590714654994372,None,1.65,[0.26334998899983475],1,25.607697112995083,None,1,1,0.26334998899983475,25.607697112995083,None,You won $0.20!,0.2,2,1,0.35,100.0,0.26334998899983475,[1],0,0,3,25.923839341994608,None,,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
LgReward,2000,win $5.00,0,1,1,1,,,,,,,,27.573901854993892,None,2000,29.59141386999545,None,None,29.59141386999545,None,1.65,[0.26334998899983475],2,31.607986864997656,None,None,0,,31.607986864997656,None,You did not win $5.00!,0.2,1,2,0.35,50.0,0.26334998899983475,"[1, 0]",0,0,3,31.92441191800026,None,,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
SmallPun,2000,lose $0.20,0,2,2,2,,,,,,,,33.56322639199789,None,2000,35.592151258999365,None,None,35.592151258999365,None,1.65,"[0.26334998899983475, 0.27567182799975853]",3,37.591666226995585,None,1,1,0.27567182799975853,37.591666226995585,None,You did not lose $0.20!,0.2,5,3,0.32999999999999996,66.66666666666666,0.26951090849979664,[],66.66666666666666,3,3,37.91299425000034,None,Adjusting RT...,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
LgPun,2000,lose $5.00,0,3,3,3,,,,,,,,39.563413347997994,None,2000,41.59328327399999,None,None,41.59328327399999,None,1.67,"[0.26334998899983475, 0.27567182799975853]",4,43.5926882040003,None,None,0,,43.5926882040003,None,You lost $5.00!,-4.8,4,4,0.32999999999999996,50.0,0.26951090849979664,[0],66.66666666666666,3,3,43.892927388995304,None,,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
Triangle,2000,not win or lose money,0,4,4,4,,,,,,,,45.54697659199883,None,2000,47.57700104399555,None,None,47.57700104399555,None,1.67,"[0.26334998899983475, 0.27567182799975853]",5,49.57685854900046,None,None,0,,49.57685854900046,None,You did not win or lose anything!,-4.8,3,4,0.32999999999999996,40.0,0.26951090849979664,[0],66.66666666666666,3,3,49.880177766994166,None,,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0005,Practice,1,2019_Aug_19_1642,MID,3.1.5,59.70977098447849,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.54686746199877,None,56.547457909000514,None,,,,,,,,
