cue,probe,feedbackText,condition,corrResp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitter,jitterTarget,ready.keys,ready.rt,feedbackDur,resp.keys,resp.corr,resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,3.58,0.311,space,0.8034752790117636,,,,,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
images/WinBig.BMP,images/WinProbe.BMP,You won $5.00,Win,space,0,0,0,3,1.744,0.223,,,1.777,None,0,,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
images/LoseBig.BMP,images/LoseProbe.BMP,You lost $5.00,Lose,None,0,1,1,0,2.593,0.301,,,1.699,None,1,,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
images/LoseSmall.BMP,images/LoseProbe.BMP,You lost $0.20,Lose,None,0,2,2,1,2.317,0.336,,,1.664,space,0,0.25216076901415363,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
images/Neutral.BMP,images/NeutralProbe.BMP,No win or loss,Neu,space,0,3,3,2,1.693,0.36,,,1.6400000000000001,space,1,0.2677815000060946,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
images/WinSmall.BMP,images/WinProbe.BMP,You won $0.20,Win,space,0,4,4,4,2.482,0.383,,,1.617,space,1,0.2868799129500985,,001,2019_Apr_10_1221,MID,3.0.7,60.11150324391906,
