TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,0,[],,0004,practice
1,1,0.2604112080007326,,0004,practice
5,0,[],,0004,practice
4,1,0.24811802100157365,,0004,practice
3,0,[],,0004,practice
