Condition,FixationDur,textPrompt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,AdjRTmsg,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,win $0.20,0,0,0,0,377.09117361300014,None,380.11515836200124,None,383.416333580004,None,TimeVersion_practice.csv,385.4323714070051,None,2000,387.4328245409997,None,None,387.4328245409997,None,1.65,[0.2673046100026113],1,389.44938133600226,None,1,1,0.2673046100026113,389.44938133600226,None,You won $0.20!,0.2,2,1,0.35,100.0,0.2673046100026113,[1],0,0,3,389.77504325600603,None,,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
LgReward,2000,win $5.00,0,1,1,1,,,,,,,,391.4183803039996,None,2000,393.43364524500066,None,None,393.43364524500066,None,1.65,[0.2673046100026113],2,395.4511180440022,None,None,0,,395.4511180440022,None,You did not win $5.00!,0.2,1,2,0.35,50.0,0.2673046100026113,"[1, 0]",0,0,3,395.7675549410051,None,,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
SmallPun,2000,lose $0.20,0,2,2,2,,,,,,,,397.40817723700457,None,2000,399.43500949300505,None,None,399.43500949300505,None,1.65,[0.2673046100026113],3,401.4346895570052,None,None,0,,401.4346895570052,None,You lost $0.20!,0.0,5,3,0.38999999999999996,33.33333333333333,0.2673046100026113,[],33.33333333333333,3,3,401.75852075500006,None,Adjusting RT...,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
LgPun,2000,lose $5.00,0,3,3,3,,,,,,,,403.4083962570003,None,2000,405.4356991120003,None,None,405.4356991120003,None,1.61,"[0.2673046100026113, 0.28470710999681614]",4,407.43573852400004,None,1,1,0.28470710999681614,407.43573852400004,None,You did not lose $5.00!,0.0,4,4,0.38999999999999996,50.0,0.2760058599997137,[1],33.33333333333333,3,3,407.80259176099935,None,,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
Triangle,2000,not win or lose money,0,4,4,4,,,,,,,,409.3921248130064,None,2000,411.41987006099953,None,None,411.41987006099953,None,1.61,"[0.2673046100026113, 0.28470710999681614, 0.2864440220000688]",5,413.4192863510034,None,1,1,0.2864440220000688,413.4192863510034,None,You did not win or lose anything!,0.0,3,4,0.38999999999999996,60.0,0.27948524733316543,[1],33.33333333333333,3,3,413.7867363700061,None,,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0004,Practice,1,2019_Aug_19_1410,MID,3.1.5,60.15526072753894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.37609650400555,None,420.3763157020003,None,,,,,,,,
