Condition,FixationDur,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,participant,trial_order,practiceRT,date,expName,psychopyVersion,frameRate,
SmallReward,2000,0,0,0,0,0,0,0,0,13.562849087000359,None,15.513505222999811,None,17.089462405998347,None,19.106165485998645,None,2000,21.106799430999672,None,None,21.106799430999672,None,1.65,[],1,23.113585998999042,None,None,0,23.113585998999042,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,23.447202095998364,None,1,practice,,2019_Aug_12_1611,MID,3.1.5,60.319725063956234,
