runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,,,,,,1.5,7.7651939729985315,None,10.516050801998063,None,11.774020270997426,None,TimeVersion11.csv,13.77388973000052,None,1.5,15.783722175998264,None,None,15.783722175998264,None,1.65,[],1,17.29226137999649,None,None,0,17.29226137999649,None,You lost $0.20!,-0.2,,,,,,,,
